display(log)
check(C:/Users/nathan.green.PHE/Dropbox/small-area & chlamydia/R_code/scripts/model.txt)
model is syntactically correct
data(C:/Users/nathan.green.PHE/Dropbox/small-area & chlamydia/R_code/scripts/data.txt)
data loaded
compile(3)
model compiled
inits(1,C:/Users/nathan.green.PHE/Dropbox/small-area & chlamydia/R_code/scripts/inits1.txt)
this chain contains uninitialized variables
inits(2,C:/Users/nathan.green.PHE/Dropbox/small-area & chlamydia/R_code/scripts/inits2.txt)
this chain contains uninitialized variables
inits(3,C:/Users/nathan.green.PHE/Dropbox/small-area & chlamydia/R_code/scripts/inits3.txt)
this chain contains uninitialized variables
gen.inits()
initial values generated, model initialized
thin.updater(100)
update(2)
set(alpha)
set(b.male)
set(b.student)
set(tau.age)
set(tau.ethngrp)
set(tau.la)
set(v)
set(w)
set(r)
set(deviance)
dic.set()
update(498)
coda(*,C:/Users/nathan.green.PHE/Dropbox/small-area & chlamydia/R_code/scripts/coda)
stats(*)

Node statistics
	 node	 mean	 sd	 MC error	2.5%	median	97.5%	start	sample
	r[284]	0.2296	0.4445	0.01175	-0.652	0.2411	1.085	3	1494
	r[285]	0.4484	0.5463	0.01623	-0.6199	0.451	1.513	3	1494
	r[286]	-0.3062	0.5554	0.0142	-1.403	-0.2892	0.8	3	1494
	r[287]	0.0636	0.4886	0.01263	-0.969	0.07406	1.015	3	1494
	r[288]	-0.1231	0.5252	0.01289	-1.211	-0.1266	0.8858	3	1494
	r[289]	0.2703	0.4798	0.01217	-0.6663	0.2695	1.21	3	1494
	r[290]	-0.4898	0.3885	0.009368	-1.295	-0.4851	0.2742	3	1494
	r[291]	-0.4213	0.47	0.01304	-1.376	-0.4361	0.4762	3	1494
	r[292]	-0.2321	0.5742	0.01416	-1.371	-0.2329	0.8986	3	1494
	r[293]	0.08902	0.5639	0.01644	-1.037	0.09264	1.159	3	1494
	r[294]	0.4077	0.5243	0.01708	-0.6158	0.4165	1.467	3	1494
	r[295]	-0.3435	0.504	0.01341	-1.327	-0.3303	0.6086	3	1494
	r[296]	0.1409	0.3774	0.008588	-0.664	0.1542	0.8596	3	1494
	r[297]	0.57	0.5431	0.0136	-0.5156	0.5729	1.623	3	1494
	r[298]	0.01312	0.3978	0.01097	-0.8194	0.02565	0.7883	3	1494
	r[299]	-0.09814	0.5949	0.01495	-1.337	-0.0833	1.034	3	1494
	r[300]	0.3581	0.4076	0.01043	-0.4734	0.396	1.126	3	1494
	r[301]	-0.5683	0.4362	0.01045	-1.489	-0.5549	0.1898	3	1494
	r[302]	0.2479	0.5403	0.01354	-0.7796	0.2477	1.375	3	1494
	r[303]	-0.2118	0.439	0.01012	-1.09	-0.1899	0.6555	3	1494
	r[304]	0.08898	0.3086	0.00766	-0.5504	0.1028	0.6769	3	1494
	r[305]	0.2045	0.4349	0.012	-0.635	0.2119	1.052	3	1494
	r[306]	0.1132	0.4102	0.01125	-0.7256	0.1032	0.9159	3	1494
	r[307]	0.1438	0.3666	0.01061	-0.5686	0.1428	0.8643	3	1494
	r[308]	0.502	0.4514	0.01166	-0.3948	0.5091	1.37	3	1494
	r[309]	-0.1711	0.582	0.01488	-1.28	-0.1656	0.988	3	1494
	r[310]	-0.6663	0.502	0.01385	-1.719	-0.645	0.2208	3	1494
	r[311]	-0.5133	0.4891	0.01444	-1.524	-0.4994	0.3965	3	1494
	r[312]	0.00315	0.4703	0.01162	-0.9799	0.01445	0.8966	3	1494
	r[313]	0.4518	0.5415	0.01491	-0.6007	0.4375	1.513	3	1494
	r[314]	-0.1229	0.3834	0.01121	-0.8906	-0.1271	0.6093	3	1494
	tau.age	0.08679	0.02547	6.907E-4	0.04552	0.08391	0.1428	3	1494
	tau.ethngrp	0.1469	0.148	0.007325	0.01724	0.1024	0.5738	3	1494
	tau.la	2.669	0.5299	0.01495	1.837	2.596	3.878	3	1494
	v[1]	3.408	0.5799	0.03461	2.237	3.429	4.537	3	1494
	v[2]	3.81	0.5822	0.0339	2.654	3.825	4.946	3	1494
	v[3]	4.41	0.5778	0.03459	3.241	4.426	5.52	3	1494
	v[4]	4.235	0.5738	0.03431	3.054	4.256	5.333	3	1494
	v[5]	4.331	0.5742	0.03392	3.142	4.356	5.434	3	1494
	v[6]	4.182	0.5752	0.03387	3.0	4.207	5.274	3	1494
	v[7]	3.601	0.5757	0.03499	2.427	3.62	4.708	3	1494
	v[8]	3.548	0.5772	0.03415	2.388	3.57	4.66	3	1494
	v[9]	3.412	0.5766	0.03459	2.212	3.424	4.52	3	1494
	v[10]	2.895	0.5709	0.03337	1.751	2.911	3.992	3	1494
	v[11]	3.261	0.5746	0.0339	2.047	3.279	4.377	3	1494
	v[12]	2.958	0.575	0.03389	1.8	2.967	4.087	3	1494
	v[13]	2.52	0.5764	0.03438	1.311	2.545	3.652	3	1494
	v[14]	2.741	0.5819	0.035	1.562	2.755	3.845	3	1494
	v[15]	2.245	0.5896	0.03369	1.065	2.263	3.334	3	1494
	v[16]	2.442	0.5789	0.03319	1.237	2.46	3.524	3	1494
	v[17]	1.036	0.6394	0.03639	-0.2802	1.052	2.316	3	1494
	v[18]	2.489	0.5822	0.03345	1.316	2.509	3.606	3	1494
	v[19]	2.13	0.5954	0.03564	0.9171	2.14	3.275	3	1494
	v[20]	2.329	0.5883	0.03375	1.118	2.365	3.451	3	1494
	v[21]	1.148	0.656	0.03468	-0.2342	1.151	2.415	3	1494
	v[22]	1.887	0.5912	0.03435	0.6436	1.902	3.049	3	1494
	v[23]	1.88	0.6029	0.03543	0.6087	1.882	3.046	3	1494
	v[24]	1.518	0.6049	0.03599	0.3114	1.525	2.687	3	1494
	v[25]	0.8482	0.6265	0.03505	-0.4518	0.8536	2.054	3	1494
	v[26]	1.476	0.6171	0.03402	0.2053	1.491	2.651	3	1494
	v[27]	1.556	0.5928	0.03313	0.3476	1.573	2.67	3	1494
	v[28]	0.9409	0.6488	0.03349	-0.3333	0.9609	2.222	3	1494
	v[29]	-0.01852	0.7296	0.03694	-1.553	0.003021	1.4	3	1494
	v[30]	-1.773	1.203	0.04016	-4.447	-1.664	0.1822	3	1494
	v[31]	-1.698	1.13	0.03708	-4.193	-1.594	0.2934	3	1494
	v[32]	-3.98	2.177	0.06889	-8.979	-3.682	-0.7069	3	1494
	v[33]	-3.806	2.157	0.06639	-8.925	-3.385	-0.6486	3	1494
	v[34]	-1.581	1.212	0.04018	-4.258	-1.474	0.4756	3	1494
	v[35]	-3.915	2.191	0.06155	-8.89	-3.606	-0.6377	3	1494
	v[36]	-3.808	2.138	0.05273	-9.026	-3.442	-0.6555	3	1494
	v[37]	-3.865	2.118	0.05504	-8.807	-3.488	-0.6103	3	1494
	v[38]	-3.834	2.096	0.05261	-8.684	-3.456	-0.7115	3	1494
	v[39]	-3.622	2.136	0.04894	-8.477	-3.331	-0.4328	3	1494
	v[40]	-3.749	2.062	0.05884	-8.915	-3.415	-0.6679	3	1494
	v[41]	-1.372	1.226	0.04499	-4.071	-1.246	0.7519	3	1494
	v[42]	-3.679	2.177	0.05064	-8.904	-3.318	-0.4589	3	1494
	v[43]	-3.834	2.136	0.05142	-8.925	-3.572	-0.5527	3	1494
	v[44]	-3.694	2.214	0.06479	-8.738	-3.339	-0.2903	3	1494
	v[45]	-3.594	2.135	0.04962	-8.814	-3.251	-0.4814	3	1494
	v[46]	-3.525	2.134	0.05992	-8.525	-3.262	-0.1376	3	1494
	v[47]	-3.762	2.194	0.06109	-8.98	-3.421	-0.4527	3	1494
	v[48]	-3.879	2.13	0.05768	-9.121	-3.541	-0.6604	3	1494
	v[49]	-3.584	2.116	0.06143	-8.485	-3.247	-0.5204	3	1494
	v[50]	-3.849	2.051	0.05252	-8.567	-3.596	-0.72	3	1494
	v[51]	-3.517	2.18	0.05825	-8.692	-3.25	-0.05504	3	1494
	v[52]	-3.673	2.192	0.0604	-9.067	-3.31	-0.4803	3	1494
	v[53]	-3.507	2.179	0.05785	-8.578	-3.146	-0.2105	3	1494
	v[54]	-3.482	2.281	0.06331	-8.967	-3.15	-0.08563	3	1494
	v[55]	-3.381	2.227	0.05385	-8.66	-3.021	-0.01404	3	1494
	v[56]	-3.421	2.183	0.06042	-8.233	-3.102	-0.03231	3	1494
	v[57]	-3.286	2.196	0.06636	-8.388	-2.991	0.156	3	1494
	v[58]	-3.338	2.172	0.05732	-7.996	-3.044	0.1302	3	1494
	v[59]	-3.12	2.214	0.06165	-8.532	-2.812	0.3363	3	1494
	w[1]	-2.514	0.887	0.07211	-4.503	-2.4	-1.022	3	1494
	w[2]	-3.925	0.91	0.07298	-6.051	-3.833	-2.419	3	1494
	w[3]	-2.137	0.9018	0.0728	-4.104	-2.054	-0.5489	3	1494
	w[4]	-3.313	1.074	0.07714	-5.622	-3.23	-1.352	3	1494
	w[5]	-2.282	0.905	0.07205	-4.371	-2.17	-0.783	3	1494
	w[6]	-3.29	1.002	0.07348	-5.453	-3.213	-1.506	3	1494
dic.stats()

DIC
Dbar = post.mean of -2logL; Dhat = -2LogL at post.mean of stochastic nodes
	Dbar	Dhat	pD	DIC	
cttestly	5535.830	5350.740	185.098	5720.930	
total	5535.830	5350.740	185.098	5720.930	
history(*,C:/Users/nathan.green.PHE/Dropbox/small-area & chlamydia/R_code/scripts/history.odc)

History

save(C:/Users/nathan.green.PHE/Dropbox/small-area & chlamydia/R_code/scripts/log.odc)
save(C:/Users/nathan.green.PHE/Dropbox/small-area & chlamydia/R_code/scripts/log.txt)
