2	8.668
3	6.445
4	1.531
5	5.446
6	2.778
7	9.726
8	1.011
9	9.653
10	2.534
11	5.692
12	2.006
13	0.4776
14	5.186
15	8.875
16	3.431
17	6.306
18	7.598
19	5.757
20	9.718
21	3.442
22	0.07293
23	7.888
24	6.923
25	5.489
26	3.21
27	5.824
28	2.54
29	4.194
30	6.982
31	6.827
32	4.492
33	7.812
34	6.071
35	0.9283
36	9.741
37	3.066
38	4.27
39	5.513
40	7.888
41	3.331
42	4.815
43	0.1083
44	4.266
45	2.318
46	9.679
47	5.021
48	1.568
49	1.338
50	9.31
51	7.536
52	3.886
53	5.925
54	2.761
55	8.251
56	4.411
57	7.401
58	0.5379
59	4.933
60	8.174
61	7.755
62	5.148
63	6.577
64	2.834
65	0.3532
66	3.704
67	0.3969
68	1.511
69	4.346
70	1.609
71	7.439
72	9.535
73	1.178
74	2.987
75	9.158
76	6.41
77	3.266
78	8.148
79	5.178
80	6.024
81	9.33
82	1.81
83	5.235
84	6.749
85	1.38
86	1.293
87	5.861
88	3.77
89	1.703
90	1.622
91	3.403
92	6.879
93	3.624
94	8.333
95	3.222
96	8.095
97	1.65
98	2.106
99	5.371
100	9.432
101	7.491
102	5.923
103	2.899
104	4.758
105	9.401
106	4.991
107	2.037
108	0.6495
109	8.229
110	4.957
111	0.6728
112	2.861
113	1.293
114	1.289
115	4.942
116	0.8683
117	6.004
118	3.251
119	9.452
120	3.325
121	6.316
122	7.389
123	4.479
124	2.137
125	5.221
126	5.131
127	5.598
128	5.923
129	6.651
130	0.8658
131	0.3104
132	8.475
133	1.713
134	8.914
135	7.377
136	4.276
137	8.762
138	2.287
139	3.694
140	6.032
141	4.109
142	9.803
143	4.345
144	3.984
145	5.693
146	9.009
147	5.07
148	2.401
149	9.644
150	4.816
151	2.742
152	4.561
153	3.949
154	9.717
155	2.805
156	7.874
157	5.483
158	3.747
159	4.977
160	0.143
161	2.74
162	0.2264
163	1.09
164	4.408
165	1.619
166	3.914
167	3.461
168	9.133
169	7.874
170	6.518
171	1.695
172	8.253
173	7.897
174	3.664
175	1.414
176	7.067
177	7.657
178	9.047
179	5.326
180	1.152
181	8.313
182	2.948
183	5.823
184	6.472
185	5.945
186	8.229
187	6.643
188	7.549
189	1.445
190	6.875
191	0.629
192	3.592
193	2.623
194	5.592
195	1.083
196	0.9869
197	1.47
198	9.601
199	7.025
200	4.612
201	2.441
202	3.188
203	2.983
204	1.398
205	9.652
206	5.445
207	9.619
208	5.984
209	1.35
210	0.2081
211	7.711
212	6.472
213	2.829
214	7.343
215	1.232
216	0.586
217	1.937
218	7.062
219	9.786
220	9.241
221	8.658
222	7.507
223	7.685
224	4.771
225	6.392
226	1.541
227	5.423
228	5.255
229	9.681
230	4.112
231	4.861
232	9.825
233	7.851
234	6.541
235	7.402
236	0.709
237	9.591
238	6.728
239	3.455
240	9.689
241	8.69
242	6.551
243	7.864
244	2.312
245	2.207
246	6.695
247	4.518
248	8.955
249	1.137
250	7.363
251	1.391
252	8.768
253	7.73
254	9.281
255	8.659
256	8.676
257	9.652
258	6.188
259	7.929
260	8.273
261	2.21
262	1.7
263	6.999
264	8.783
265	1.663
266	7.43
267	8.656
268	3.541
269	2.282
270	7.157
271	2.368
272	9.55
273	5.228
274	2.396
275	4.623
276	4.95
277	1.152
278	6.922
279	8.216
280	5.07
281	1.228
282	0.5583
283	5.599
284	3.834
285	4.648
286	1.453
287	3.467
288	4.499
289	1.321
290	3.434
291	1.437
292	9.344
293	3.714
294	0.03751
295	2.892
296	5.506
297	0.5286
298	6.776
299	8.645
300	4.471
301	8.878
302	8.807
303	4.971
304	8.607
305	5.072
306	3.539
307	5.357
308	4.85
309	9.793
310	7.961
311	8.73
312	4.302
313	3.883
314	8.035
315	7.115
316	8.179
317	0.8286
318	6.506
319	6.686
320	9.976
321	6.749
322	3.047
323	9.091
324	8.255
325	5.151
326	1.388
327	2.616
328	9.875
329	2.947
330	5.107
331	5.059
332	6.071
333	6.428
334	7.934
335	0.8678
336	0.4736
337	0.1051
338	9.344
339	5.6
340	8.567
341	8.911
342	0.5314
343	7.073
344	9.594
345	1.095
346	9.739
347	2.629
348	0.2633
349	3.132
350	3.165
351	7.752
352	9.112
353	3.577
354	0.3831
355	3.79
356	1.113
357	9.135
358	8.574
359	3.523
360	9.675
361	3.827
362	6.903
363	1.698
364	0.5356
365	7.635
366	2.067
367	8.742
368	6.231
369	2.197
370	2.607
371	3.268
372	6.349
373	2.445
374	6.8
375	2.54
376	4.333
