display(log)
check(C:/Users/ngreen1/Dropbox/small-area & chlamydia/R_code/scripts/WinBUGS/temp_WinBUGS_output/model.txt)
model is syntactically correct
data(C:/Users/ngreen1/Dropbox/small-area & chlamydia/R_code/scripts/WinBUGS/temp_WinBUGS_output/data.txt)
data loaded
compile(3)
model compiled
inits(1,C:/Users/ngreen1/Dropbox/small-area & chlamydia/R_code/scripts/WinBUGS/temp_WinBUGS_output/inits1.txt)
this chain contains uninitialized variables
inits(2,C:/Users/ngreen1/Dropbox/small-area & chlamydia/R_code/scripts/WinBUGS/temp_WinBUGS_output/inits2.txt)
this chain contains uninitialized variables
inits(3,C:/Users/ngreen1/Dropbox/small-area & chlamydia/R_code/scripts/WinBUGS/temp_WinBUGS_output/inits3.txt)
this chain contains uninitialized variables
gen.inits()
initial values generated, model initialized
thin.updater(250)
update(1)
set(alpha)
set(b.male)
set(b.student)
set(b.IMD)
set(tau.age)
set(tau.ethngrp)
set(tau.ons)
set(tau.conception)
set(tau.gor)
set(tau.la)
set(tau.met)
set(v)
set(w)
set(u)
set(d)
set(h)
set(r)
set(g)
set(deviance)
dic.set()
update(400)
coda(*,C:/Users/ngreen1/Dropbox/small-area & chlamydia/R_code/scripts/WinBUGS/temp_WinBUGS_output/coda)
stats(*)

Node statistics
	 node	 mean	 sd	 MC error	2.5%	median	97.5%	start	sample
	r[116]	0.01589	0.1092	0.003141	-0.2003	0.006861	0.2676	2	1200
	r[117]	0.006012	0.1157	0.002703	-0.2192	0.00136	0.2547	2	1200
	r[118]	-0.009095	0.1103	0.003518	-0.2589	-0.004337	0.2154	2	1200
	r[119]	0.002718	0.1032	0.00286	-0.2253	8.428E-4	0.2368	2	1200
	r[120]	0.00253	0.104	0.002834	-0.2143	-7.313E-5	0.2451	2	1200
	r[121]	-0.002564	0.1094	0.003173	-0.2696	0.001676	0.2137	2	1200
	r[122]	0.004986	0.1086	0.003098	-0.1952	0.001563	0.2574	2	1200
	r[123]	-0.03878	0.1197	0.00381	-0.3399	-0.02132	0.1745	2	1200
	r[124]	-0.03193	0.1174	0.003188	-0.3221	-0.0146	0.1742	2	1200
	r[125]	0.07181	0.1346	0.004473	-0.1075	0.03672	0.4341	2	1200
	r[126]	-0.01411	0.1136	0.003717	-0.2821	-0.00735	0.2254	2	1200
	r[127]	-0.0181	0.1102	0.00325	-0.2895	-0.01013	0.2001	2	1200
	r[128]	-0.001192	0.1043	0.00279	-0.2366	-0.002927	0.2413	2	1200
	r[129]	-0.001456	0.1076	0.002912	-0.2454	-0.001407	0.2086	2	1200
	r[130]	-0.03663	0.1166	0.003162	-0.315	-0.02272	0.1643	2	1200
	r[131]	0.02947	0.1131	0.003105	-0.1827	0.01444	0.3138	2	1200
	r[132]	0.02019	0.1118	0.003736	-0.1905	0.0119	0.2715	2	1200
	r[133]	-0.006024	0.104	0.003175	-0.2312	-8.504E-6	0.2105	2	1200
	r[134]	5.76E-4	0.1068	0.002964	-0.2354	-0.001044	0.2244	2	1200
	r[135]	-0.0153	0.1101	0.00312	-0.2784	-0.005962	0.2064	2	1200
	r[136]	-0.01704	0.102	0.003165	-0.2598	-0.01034	0.1784	2	1200
	r[137]	-0.0072	0.1006	0.002566	-0.2434	-0.006148	0.2077	2	1200
	r[138]	0.004098	0.1109	0.003058	-0.2409	0.002372	0.245	2	1200
	r[139]	0.03312	0.1093	0.002563	-0.1566	0.0177	0.2977	2	1200
	r[140]	-0.01797	0.1076	0.003177	-0.2649	-0.009696	0.1908	2	1200
	r[141]	0.001336	0.1111	0.002666	-0.207	-7.935E-5	0.2478	2	1200
	r[142]	0.002783	0.1169	0.003192	-0.2229	0.005846	0.2264	2	1200
	r[143]	-0.04216	0.1097	0.003568	-0.3041	-0.02381	0.155	2	1200
	r[144]	0.02365	0.1056	0.002732	-0.1793	0.01332	0.2746	2	1200
	r[145]	0.01781	0.1092	0.00288	-0.1897	0.009394	0.2694	2	1200
	r[146]	-0.002088	0.1043	0.003842	-0.2203	-2.065E-5	0.2148	2	1200
	r[147]	0.04971	0.1238	0.003781	-0.1516	0.02695	0.3652	2	1200
	r[148]	0.008023	0.1098	0.003424	-0.2229	0.006184	0.2568	2	1200
	r[149]	0.007549	0.09906	0.003262	-0.1967	0.004913	0.2324	2	1200
	r[150]	0.02435	0.1128	0.003377	-0.1758	0.01179	0.2972	2	1200
	r[151]	-0.01483	0.1056	0.00308	-0.2477	-0.006951	0.1999	2	1200
	r[152]	0.008247	0.09848	0.002901	-0.1881	0.00354	0.2368	2	1200
	r[153]	-0.006574	0.108	0.002911	-0.2449	-0.005744	0.2262	2	1200
	r[154]	0.05851	0.1218	0.003589	-0.1108	0.0325	0.3565	2	1200
	r[155]	0.001987	0.1173	0.003576	-0.2338	0.001486	0.247	2	1200
	r[156]	0.0278	0.1148	0.003806	-0.19	0.01508	0.3131	2	1200
	r[157]	-0.01842	0.1135	0.003793	-0.2879	-0.007795	0.2074	2	1200
	r[158]	0.002976	0.108	0.003821	-0.2071	0.002639	0.2428	2	1200
	r[159]	-0.0213	0.1082	0.003152	-0.2959	-0.007553	0.1629	2	1200
	r[160]	-0.00832	0.1092	0.003004	-0.2631	-0.002693	0.2151	2	1200
	r[161]	-0.002119	0.1065	0.002956	-0.2486	7.93E-4	0.2242	2	1200
	r[162]	0.01132	0.1075	0.003273	-0.2066	0.005087	0.2635	2	1200
	r[163]	0.001309	0.1056	0.002786	-0.226	0.002006	0.2277	2	1200
	r[164]	-0.007355	0.1041	0.002981	-0.2537	-0.001248	0.2039	2	1200
	r[165]	-0.01233	0.1189	0.003129	-0.2906	-0.002373	0.2182	2	1200
	r[166]	9.184E-4	0.1108	0.003378	-0.2232	-0.001875	0.2379	2	1200
	r[167]	-7.91E-4	0.102	0.002908	-0.2271	0.002152	0.2321	2	1200
	r[168]	0.0218	0.1089	0.003269	-0.1593	0.01072	0.2853	2	1200
	r[169]	-5.375E-4	0.1092	0.003319	-0.2381	-0.002132	0.2411	2	1200
	r[170]	-0.008635	0.1162	0.003577	-0.2735	-0.003042	0.2217	2	1200
	r[171]	-0.001991	0.1109	0.003472	-0.2417	-0.003632	0.2564	2	1200
	r[172]	-0.004552	0.1068	0.003295	-0.2163	-5.813E-4	0.2112	2	1200
	r[173]	0.03695	0.1113	0.003529	-0.1462	0.01747	0.3145	2	1200
	r[174]	-0.01547	0.1034	0.003345	-0.2515	-0.008504	0.2019	2	1200
	r[175]	0.01562	0.1106	0.003436	-0.2108	0.006336	0.2721	2	1200
	r[176]	-0.002711	0.1168	0.003733	-0.2452	-0.002517	0.2463	2	1200
	r[177]	-0.01788	0.1136	0.003283	-0.2758	-0.009245	0.1885	2	1200
	r[178]	0.009804	0.1017	0.003284	-0.2024	0.006791	0.2392	2	1200
	r[179]	-0.03948	0.1106	0.003119	-0.3251	-0.02162	0.1452	2	1200
	r[180]	0.01285	0.1106	0.003711	-0.1894	0.00458	0.2738	2	1200
	r[181]	0.01545	0.112	0.003887	-0.18	0.00608	0.2885	2	1200
	r[182]	-0.01315	0.1122	0.00345	-0.2956	-0.004754	0.2034	2	1200
	r[183]	-0.02945	0.1139	0.003494	-0.3044	-0.01636	0.1884	2	1200
	r[184]	-0.04515	0.1175	0.003486	-0.3421	-0.0249	0.1478	2	1200
	r[185]	-0.005722	0.1096	0.002954	-0.2409	-0.002445	0.2309	2	1200
	r[186]	0.001786	0.1021	0.002795	-0.209	0.001457	0.2212	2	1200
	r[187]	-0.03808	0.1169	0.003537	-0.366	-0.01872	0.1439	2	1200
	r[188]	-0.02559	0.1142	0.003352	-0.3266	-0.01069	0.186	2	1200
	r[189]	-0.01231	0.1103	0.002564	-0.2677	-0.007252	0.2103	2	1200
	r[190]	-0.01507	0.1149	0.003329	-0.2574	-0.006181	0.1955	2	1200
	r[191]	0.03105	0.1161	0.003741	-0.1596	0.01369	0.3267	2	1200
	r[192]	-0.009326	0.1097	0.003865	-0.2617	-0.006307	0.206	2	1200
	r[193]	0.03022	0.1101	0.003651	-0.1744	0.01717	0.2813	2	1200
	r[194]	0.02057	0.1143	0.002617	-0.1916	0.01404	0.2975	2	1200
	r[195]	-3.483E-4	0.1086	0.003318	-0.2298	-0.0024	0.2424	2	1200
	r[196]	-0.008461	0.1134	0.002984	-0.265	-0.004052	0.2257	2	1200
	r[197]	0.01985	0.1133	0.003646	-0.1898	0.01087	0.2895	2	1200
	r[198]	-0.003496	0.1103	0.003649	-0.2359	-0.001901	0.2155	2	1200
	r[199]	-0.01935	0.1102	0.003212	-0.2882	-0.008301	0.1968	2	1200
	r[200]	0.009783	0.1124	0.003594	-0.1979	0.002805	0.2788	2	1200
	r[201]	-0.003233	0.1053	0.003514	-0.239	-0.002741	0.2185	2	1200
	r[202]	-6.813E-4	0.1086	0.00285	-0.2337	-7.181E-4	0.2413	2	1200
	r[203]	0.0131	0.1065	0.003523	-0.2035	0.006805	0.2469	2	1200
	r[204]	-0.004705	0.1151	0.002906	-0.2536	-0.003614	0.2269	2	1200
	r[205]	0.02293	0.1123	0.003679	-0.1814	0.01327	0.2798	2	1200
	r[206]	-0.005623	0.1134	0.003553	-0.2806	-0.001492	0.2204	2	1200
	r[207]	-0.01214	0.1136	0.003505	-0.262	-0.008416	0.2143	2	1200
	r[208]	0.004215	0.1104	0.003161	-0.1979	-2.698E-4	0.2498	2	1200
	r[209]	0.0107	0.1057	0.003916	-0.2104	0.004234	0.262	2	1200
	r[210]	-0.007618	0.1128	0.003598	-0.2433	-0.005113	0.2208	2	1200
	r[211]	9.07E-4	0.1093	0.002943	-0.2262	-2.493E-4	0.2325	2	1200
	r[212]	-0.004838	0.1087	0.003284	-0.256	-3.092E-4	0.2173	2	1200
	r[213]	-0.008545	0.1071	0.00274	-0.2478	-0.005172	0.2162	2	1200
	r[214]	-0.0142	0.1171	0.003098	-0.2776	-0.006261	0.2088	2	1200
	r[215]	0.001564	0.1035	0.002673	-0.2222	0.001103	0.231	2	1200
	r[216]	0.0191	0.1169	0.003328	-0.1846	0.009525	0.286	2	1200
	r[217]	-0.01952	0.1092	0.002922	-0.2871	-0.01154	0.1794	2	1200
	r[218]	-0.004881	0.1124	0.003062	-0.2419	-3.85E-4	0.2259	2	1200
	r[219]	0.009545	0.1071	0.003109	-0.2051	0.006255	0.2405	2	1200
	r[220]	-0.02739	0.1156	0.003491	-0.3159	-0.01383	0.1895	2	1200
	r[221]	0.01803	0.1165	0.003681	-0.2311	0.01076	0.3007	2	1200
	r[222]	0.005512	0.1124	0.003442	-0.2302	0.002209	0.2636	2	1200
	r[223]	0.006714	0.1058	0.003046	-0.2052	0.002689	0.2555	2	1200
	r[224]	4.952E-4	0.1013	0.00337	-0.2256	0.002816	0.2144	2	1200
	r[225]	0.002175	0.1073	0.00291	-0.2226	-6.591E-5	0.241	2	1200
	r[226]	0.01341	0.1117	0.003299	-0.2012	0.008881	0.2592	2	1200
	r[227]	0.02612	0.1131	0.003478	-0.1856	0.0136	0.3268	2	1200
	r[228]	0.005221	0.1055	0.003079	-0.2133	0.004324	0.2381	2	1200
	r[229]	-0.005271	0.1119	0.002855	-0.2371	-0.00251	0.24	2	1200
	r[230]	-0.007679	0.1108	0.003016	-0.2679	-0.001776	0.2122	2	1200
	r[231]	-0.01486	0.1139	0.002997	-0.2741	-0.00569	0.2303	2	1200
	r[232]	0.002792	0.1048	0.002818	-0.2295	0.004278	0.2432	2	1200
	r[233]	-0.01019	0.1102	0.003479	-0.2659	-0.006386	0.2159	2	1200
	r[234]	0.01682	0.1137	0.003372	-0.2236	0.01014	0.2787	2	1200
	r[235]	-0.012	0.1077	0.00297	-0.2592	-0.003574	0.1894	2	1200
	r[236]	-0.01572	0.112	0.003332	-0.2906	-0.004524	0.1888	2	1200
	r[237]	-0.003687	0.1133	0.003063	-0.245	-0.003471	0.2392	2	1200
	r[238]	0.006017	0.1065	0.003035	-0.2204	0.003786	0.2534	2	1200
	r[239]	0.00955	0.1076	0.003105	-0.1917	0.002871	0.2815	2	1200
	r[240]	0.01333	0.114	0.003489	-0.2211	0.008563	0.2635	2	1200
	r[241]	0.02727	0.1141	0.003516	-0.1703	0.01449	0.3118	2	1200
	r[242]	0.008029	0.1097	0.003051	-0.235	0.008742	0.261	2	1200
	r[243]	-0.0103	0.112	0.003276	-0.2489	-0.005278	0.2324	2	1200
	r[244]	-0.007562	0.1068	0.003077	-0.2353	-0.004676	0.2049	2	1200
	r[245]	-0.03114	0.1165	0.003646	-0.3157	-0.01606	0.1707	2	1200
	r[246]	0.01901	0.1053	0.003021	-0.1745	0.01213	0.2519	2	1200
	r[247]	-0.001808	0.1038	0.00296	-0.2267	-0.002249	0.2119	2	1200
	r[248]	-0.008475	0.1138	0.002792	-0.2576	-0.003005	0.2315	2	1200
	r[249]	-0.01209	0.1085	0.003015	-0.2981	-0.006518	0.1938	2	1200
	r[250]	-2.502E-4	0.1064	0.002867	-0.2267	0.001262	0.2269	2	1200
	r[251]	-0.01594	0.1079	0.00258	-0.2677	-0.004589	0.1933	2	1200
	r[252]	-0.01481	0.1111	0.00366	-0.2665	-0.007996	0.1992	2	1200
	r[253]	-0.005918	0.1147	0.003314	-0.2535	-0.002143	0.241	2	1200
	r[254]	0.01604	0.1161	0.003023	-0.1965	0.008352	0.2571	2	1200
	r[255]	0.005577	0.107	0.003555	-0.2079	0.004433	0.2409	2	1200
	r[256]	-0.01762	0.1117	0.003601	-0.2812	-0.006366	0.2053	2	1200
	r[257]	-0.02112	0.1089	0.00309	-0.2789	-0.01226	0.1793	2	1200
	r[258]	-0.007514	0.1134	0.003364	-0.2619	-0.004431	0.2163	2	1200
	r[259]	0.00609	0.1132	0.003338	-0.238	0.004345	0.2414	2	1200
	r[260]	-0.00554	0.101	0.003545	-0.2235	-0.003407	0.2005	2	1200
	r[261]	0.01366	0.1081	0.003343	-0.1981	0.007633	0.2662	2	1200
	r[262]	0.0168	0.1128	0.003351	-0.1895	0.005143	0.2854	2	1200
	r[263]	-0.01837	0.1155	0.003664	-0.2992	-0.009971	0.217	2	1200
	r[264]	-1.979E-4	0.1125	0.003	-0.2182	-0.00247	0.253	2	1200
	r[265]	-0.01067	0.1064	0.002196	-0.2494	-0.009647	0.2235	2	1200
	r[266]	-0.00501	0.1098	0.003181	-0.2311	-0.001607	0.2256	2	1200
	r[267]	0.004706	0.1111	0.003122	-0.2543	0.001878	0.2562	2	1200
	r[268]	0.01006	0.111	0.003529	-0.2212	0.006632	0.2633	2	1200
	r[269]	0.01611	0.1122	0.003432	-0.2053	0.009173	0.2771	2	1200
	r[270]	-0.01013	0.1057	0.003196	-0.232	-0.005914	0.1959	2	1200
	r[271]	-0.01737	0.116	0.003367	-0.3052	-0.007501	0.1939	2	1200
	r[272]	-0.006628	0.1118	0.003119	-0.2414	-0.001016	0.2202	2	1200
	r[273]	-0.02176	0.1083	0.003478	-0.2976	-0.007895	0.1949	2	1200
	r[274]	0.001899	0.1152	0.003679	-0.2305	-9.466E-4	0.2725	2	1200
	r[275]	0.03156	0.1146	0.00307	-0.185	0.01779	0.3071	2	1200
	r[276]	0.002422	0.09776	0.003437	-0.2099	4.334E-4	0.2194	2	1200
	r[277]	-0.008003	0.1101	0.003156	-0.2706	-0.005396	0.2239	2	1200
	r[278]	-0.01821	0.1103	0.00285	-0.2654	-0.007143	0.1983	2	1200
	r[279]	0.01136	0.1111	0.003049	-0.2149	0.004432	0.2595	2	1200
	r[280]	-0.001018	0.112	0.003108	-0.2417	-0.002003	0.2211	2	1200
	r[281]	-0.009939	0.1125	0.003276	-0.2654	-0.006631	0.2172	2	1200
	r[282]	0.008422	0.1123	0.003377	-0.2234	0.00295	0.2457	2	1200
	r[283]	4.108E-5	0.1137	0.003051	-0.2645	0.002462	0.2399	2	1200
	r[284]	-6.819E-4	0.1094	0.003205	-0.2347	4.998E-4	0.2396	2	1200
	r[285]	-0.001462	0.1046	0.003247	-0.2207	-8.674E-4	0.1986	2	1200
	r[286]	-0.02432	0.1167	0.004204	-0.2938	-0.01035	0.1921	2	1200
	r[287]	-0.01884	0.1076	0.003893	-0.2711	-0.009409	0.1814	2	1200
	r[288]	-2.215E-4	0.1114	0.003009	-0.2551	8.041E-4	0.2226	2	1200
	r[289]	-0.01803	0.1207	0.003047	-0.3064	-0.00857	0.2045	2	1200
	r[290]	2.039E-4	0.1091	0.003025	-0.2278	0.00125	0.2214	2	1200
	r[291]	0.01508	0.1044	0.002957	-0.195	0.009296	0.2454	2	1200
	r[292]	7.274E-4	0.1149	0.003376	-0.2425	9.628E-5	0.228	2	1200
	r[293]	-0.01068	0.114	0.003049	-0.2709	-0.001823	0.2091	2	1200
	r[294]	0.04394	0.123	0.004422	-0.1371	0.02342	0.3611	2	1200
	r[295]	-0.03829	0.1126	0.00347	-0.3151	-0.01829	0.1461	2	1200
	r[296]	0.009598	0.1114	0.003184	-0.2296	0.003012	0.2699	2	1200
	r[297]	-0.01162	0.1114	0.003058	-0.2679	-0.004354	0.2175	2	1200
	r[298]	-0.01806	0.1097	0.002749	-0.2653	-0.01071	0.2138	2	1200
	r[299]	-0.04278	0.1205	0.003665	-0.3583	-0.02159	0.1493	2	1200
	r[300]	-0.002931	0.108	0.002742	-0.2392	-0.002795	0.219	2	1200
	r[301]	-0.02099	0.1131	0.003383	-0.2675	-0.01136	0.198	2	1200
	r[302]	0.008017	0.1067	0.003454	-0.2154	0.00137	0.2786	2	1200
	r[303]	-9.77E-4	0.1116	0.002331	-0.2466	4.761E-4	0.2289	2	1200
	r[304]	-0.008187	0.1115	0.002787	-0.264	-0.003257	0.2207	2	1200
	r[305]	-0.03313	0.1161	0.003207	-0.314	-0.01628	0.1746	2	1200
	r[306]	0.005349	0.1062	0.003353	-0.211	0.003149	0.2365	2	1200
	r[307]	0.01558	0.121	0.003598	-0.2056	0.005049	0.2857	2	1200
	r[308]	0.01368	0.1087	0.003355	-0.1953	0.007486	0.255	2	1200
	tau.age	15.86	10.91	0.2959	3.422	13.36	44.8	2	1200
	tau.conception	331.6	458.8	11.28	19.94	170.5	1663.0	2	1200
	tau.ethngrp	2.813	2.246	0.07452	0.4179	2.241	8.26	2	1200
	tau.gor	316.5	444.8	12.19	22.11	167.8	1525.0	2	1200
	tau.la	326.5	457.0	19.09	17.35	153.6	1685.0	2	1200
	tau.met	456.9	599.4	18.03	37.4	246.9	2134.0	2	1200
	tau.ons	547.7	611.4	16.14	33.66	331.5	2162.0	2	1200
	u[1]	0.005635	0.05742	0.001863	-0.1127	0.004916	0.1338	2	1200
	u[2]	0.008591	0.05779	0.001724	-0.1048	0.006599	0.1405	2	1200
	u[3]	-0.01734	0.05993	0.001712	-0.1505	-0.01321	0.0955	2	1200
	u[4]	-0.01032	0.0618	0.001805	-0.147	-0.006345	0.0995	2	1200
	u[5]	0.01098	0.05466	0.001327	-0.09607	0.009034	0.1339	2	1200
	u[6]	0.001513	0.06393	0.001793	-0.1212	5.602E-5	0.1323	2	1200
	v[1]	-0.425	0.1628	0.004969	-0.7809	-0.4114	-0.128	2	1200
	v[2]	0.102	0.1445	0.003798	-0.1751	0.1036	0.3862	2	1200
	v[3]	0.2653	0.144	0.004786	-0.009727	0.2657	0.5536	2	1200
	v[4]	0.226	0.1473	0.004165	-0.05971	0.2201	0.5234	2	1200
	v[5]	0.2072	0.1551	0.005122	-0.0975	0.2068	0.5237	2	1200
	v[6]	0.1479	0.1447	0.004221	-0.1317	0.1452	0.4493	2	1200
	v[7]	-0.1494	0.1507	0.004366	-0.4632	-0.1444	0.1379	2	1200
	v[8]	-0.1789	0.1484	0.004552	-0.4699	-0.1707	0.1033	2	1200
	v[9]	-0.1991	0.1551	0.004799	-0.5162	-0.1964	0.1053	2	1200
	w[1]	0.5797	0.3459	0.01193	-0.09039	0.5722	1.319	2	1200
	w[2]	-0.7409	0.3813	0.01183	-1.502	-0.7342	-0.01326	2	1200
	w[3]	0.1937	0.3794	0.01232	-0.512	0.1866	0.9301	2	1200
	w[4]	-0.5847	0.5648	0.01808	-1.899	-0.5114	0.36	2	1200
	w[5]	0.6333	0.3778	0.01201	-0.06325	0.6066	1.434	2	1200
	w[6]	-0.1494	0.457	0.01307	-1.106	-0.1472	0.7606	2	1200
dic.stats()

DIC
Dbar = post.mean of -2logL; Dhat = -2LogL at post.mean of stochastic nodes
	Dbar	Dhat	pD	DIC	
cttestly	4088.150	4053.840	34.304	4122.450	
total	4088.150	4053.840	34.304	4122.450	
history(*,C:/Users/ngreen1/Dropbox/small-area & chlamydia/R_code/scripts/WinBUGS/temp_WinBUGS_output/history.odc)

History

save(C:/Users/ngreen1/Dropbox/small-area & chlamydia/R_code/scripts/WinBUGS/temp_WinBUGS_output/log.odc)
save(C:/Users/ngreen1/Dropbox/small-area & chlamydia/R_code/scripts/WinBUGS/temp_WinBUGS_output/log.txt)
