3	-1.926
4	-1.666
5	-1.975
6	-1.834
7	-1.937
8	-1.975
9	-1.985
10	-1.941
11	-1.723
12	-1.973
13	-1.998
14	-1.683
15	-1.933
16	-1.922
17	-1.884
18	-1.938
19	-1.988
20	-1.819
21	-1.836
22	-1.842
23	-1.561
24	-1.649
25	-1.93
26	-1.972
27	-1.892
28	-1.999
29	-1.962
30	-1.743
31	-1.696
32	-1.931
33	-1.915
34	-1.984
35	-1.805
36	-1.764
37	-1.796
38	-1.952
39	-1.808
40	-1.969
41	-1.836
42	-1.931
43	-1.912
44	-1.787
45	-1.839
46	-1.992
47	-1.505
48	-1.94
49	-1.928
50	-1.911
3	-0.5935
4	-0.5473
5	-0.6857
6	-0.572
7	-0.6201
8	-0.6595
9	-0.6919
10	-0.6178
11	-0.5597
12	-0.6592
13	-0.6066
14	-0.611
15	-0.5993
16	-0.655
17	-0.5254
18	-0.6758
19	-0.5907
20	-0.6525
21	-0.6273
22	-0.6488
23	-0.6168
24	-0.5923
25	-0.7182
26	-0.5765
27	-0.7107
28	-0.5476
29	-0.6138
30	-0.6799
31	-0.5825
32	-0.7552
33	-0.6001
34	-0.6148
35	-0.6867
36	-0.6102
37	-0.5211
38	-0.6419
39	-0.6824
40	-0.5737
41	-0.5402
42	-0.6392
43	-0.5457
44	-0.5736
45	-0.6727
46	-0.5346
47	-0.6467
48	-0.5824
49	-0.62
50	-0.6706
3	-0.1714
4	-0.3485
5	-0.1429
6	-0.1873
7	-0.3315
8	-0.2617
9	-0.1815
10	-0.1066
11	-0.2832
12	-0.1402
13	-0.353
14	-0.3049
15	-0.2057
16	-0.1635
17	-0.2384
18	-0.2114
19	-0.1732
20	-0.1393
21	-0.4153
22	-0.1849
23	-0.1704
24	-0.05151
25	-0.07613
26	-0.1965
27	-0.2065
28	-0.3244
29	-0.1281
30	-0.2149
31	-0.4136
32	-0.07796
33	-0.2599
34	-0.3359
35	-0.2304
36	-0.1864
37	-0.2348
38	-0.3503
39	-0.2793
40	-0.3054
41	-0.1995
42	-0.1914
43	-0.385
44	-0.2313
45	-0.1929
46	-0.3258
47	-0.2841
48	-0.3324
49	-0.3539
50	-0.2485
3	8172.0
4	8169.0
5	8200.0
6	8203.0
7	8199.0
8	8176.0
9	8195.0
10	8174.0
11	8178.0
12	8194.0
13	8186.0
14	8189.0
15	8195.0
16	8180.0
17	8171.0
18	8182.0
19	8186.0
20	8201.0
21	8170.0
22	8167.0
23	8192.0
24	8183.0
25	8182.0
26	8146.0
27	8166.0
28	8189.0
29	8199.0
30	8185.0
31	8195.0
32	8177.0
33	8159.0
