3	-1.997
4	-1.672
5	-1.693
6	-1.868
7	-1.949
8	-1.947
9	-1.796
10	-1.929
11	-1.915
12	-1.846
13	-1.96
14	-1.881
15	-1.883
16	-1.992
17	-1.643
18	-1.937
19	-1.899
20	-1.907
21	-1.965
22	-1.829
23	-1.862
24	-1.989
25	-1.953
26	-1.892
27	-1.736
28	-1.989
29	-1.851
30	-1.933
31	-1.975
32	-1.957
33	-1.971
34	-1.967
35	-1.88
36	-1.702
37	-1.978
38	-1.986
39	-1.797
40	-1.911
41	-1.951
42	-1.976
43	-1.992
44	-1.859
45	-1.83
46	-1.992
47	-1.983
48	-1.83
49	-1.668
50	-1.982
3	-0.5767
4	-0.7054
5	-0.6162
6	-0.6651
7	-0.5489
8	-0.6954
9	-0.5581
10	-0.5404
11	-0.7282
12	-0.5958
13	-0.5632
14	-0.6527
15	-0.6959
16	-0.6174
17	-0.5966
18	-0.5561
19	-0.5778
20	-0.6306
21	-0.7276
22	-0.6803
23	-0.5324
24	-0.4961
25	-0.7293
26	-0.5718
27	-0.6078
28	-0.5916
29	-0.6092
30	-0.6415
31	-0.6638
32	-0.5989
33	-0.5033
34	-0.5966
35	-0.6471
36	-0.6373
37	-0.6699
38	-0.5725
39	-0.6129
40	-0.6229
41	-0.5992
42	-0.6622
43	-0.6144
44	-0.6222
45	-0.6111
46	-0.5105
47	-0.6714
48	-0.5896
49	-0.4387
50	-0.4887
3	-0.3004
4	-0.2335
5	-0.3487
6	-0.1216
7	-0.2191
8	-0.2264
9	-0.2193
10	-0.1301
11	-0.323
12	-0.1982
13	-0.1799
14	-0.2118
15	-0.272
16	-0.1018
17	-0.2193
18	-0.2409
19	-0.2807
20	-0.3757
21	-0.1267
22	-0.2496
23	-0.2661
24	-0.2685
25	-0.3766
26	-0.155
27	-0.1422
28	-0.2102
29	-0.2649
30	-0.2096
31	-0.2849
32	-0.2808
33	-0.1319
34	-0.3012
35	-0.1931
36	-0.155
37	-0.1554
38	-0.2878
39	-0.1968
40	-0.08064
41	-0.3736
42	-0.1777
43	-0.1228
44	-0.2249
45	-0.205
46	-0.2151
47	-0.3674
48	-0.2664
49	-0.1738
50	-0.07677
3	8172.0
4	8196.0
5	8209.0
6	8175.0
7	8210.0
8	8180.0
9	8207.0
10	8181.0
11	8192.0
12	8178.0
13	8187.0
14	8178.0
15	8165.0
16	8175.0
17	8171.0
18	8205.0
19	8189.0
20	8181.0
21	8164.0
22	8188.0
23	8175.0
24	8172.0
25	8200.0
26	8176.0
27	8163.0
28	8167.0
29	8195.0
30	8185.0
31	8193.0
32	8187.0
33	8188.0
34	8170.0
35	8178.0
36	8190.0
37	8180.0
38	8172.0
39	8184.0
40	8208.0
41	8177.0
42	8142.0
43	8183.0
44	8175.0
45	8187.0
46	8177.0
47	8190.0
48	8160.0
49	8173.0
50	8211.0
3	0.03895
4	-0.05695
5	-0.132
6	0.04284
7	0.04301
8	0.03434
9	0.01628
10	0.1616
11	-0.1042
12	-0.02612
13	-0.104
14	0.02663
15	0.0286
16	-0.04229
17	-0.06585
18	-0.05699
19	-0.1379
20	-0.1188
21	0.1305
22	0.09749
23	-0.1061
24	0.1087
25	0.1601
26	0.0123
27	-0.04763
28	-0.09154
29	0.09065
30	-0.07927
31	0.01332
32	0.2311
33	0.1752
34	-0.1795
35	-0.02971
36	-0.1155
37	0.03761
38	0.1389
39	-0.1093
40	0.07607
41	-0.1007
42	0.16
43	-0.105
44	-0.02672
45	0.04912
46	0.06714
47	0.05351
48	0.07976
49	-0.01654
50	-0.01016
3	-0.1465
4	-0.1118
5	0.05374
6	0.08482
7	-0.03802
8	0.1474
9	-0.03763
10	-0.03364
11	0.1212
12	0.1931
13	0.02964
14	-0.03426
15	-0.1757
16	0.0065
17	-0.09786
18	0.08983
19	0.02509
20	0.02865
21	0.04385
22	0.1905
23	-0.07719
24	-0.07779
25	0.1199
26	-0.1001
27	-0.107
28	0.02246
29	-0.07061
30	0.07555
31	-0.07406
32	-0.02969
33	-0.01113
34	-0.1424
35	0.06268
36	0.1434
37	-0.03543
38	0.1245
39	0.06957
40	-0.0828
41	0.03319
42	0.08298
43	-0.03557
44	0.06012
45	0.1201
46	0.002419
47	0.09638
48	0.09863
49	-0.01741
50	-0.03788
3	-0.2163
4	0.1704
5	-0.04769
6	-0.1203
7	-0.1082
8	-0.0371
9	-0.02414
10	0.1902
11	-0.09053
12	-0.09776
13	-0.06615
14	-0.03947
15	-0.318
16	-0.02278
17	-0.06751
18	0.06486
19	0.04734
20	-0.1488
21	0.005434
22	-0.03951
23	-0.009294
24	0.04792
25	0.144
