r[251]	102001	102400
r[252]	102401	102800
r[253]	102801	103200
r[254]	103201	103600
r[255]	103601	104000
r[256]	104001	104400
r[257]	104401	104800
r[258]	104801	105200
r[259]	105201	105600
r[260]	105601	106000
r[261]	106001	106400
r[262]	106401	106800
r[263]	106801	107200
r[264]	107201	107600
r[265]	107601	108000
r[266]	108001	108400
r[267]	108401	108800
r[268]	108801	109200
r[269]	109201	109600
r[270]	109601	110000
r[271]	110001	110400
r[272]	110401	110800
r[273]	110801	111200
r[274]	111201	111600
r[275]	111601	112000
r[276]	112001	112400
r[277]	112401	112800
r[278]	112801	113200
r[279]	113201	113600
r[280]	113601	114000
r[281]	114001	114400
r[282]	114401	114800
r[283]	114801	115200
r[284]	115201	115600
r[285]	115601	116000
r[286]	116001	116400
r[287]	116401	116800
r[288]	116801	117200
r[289]	117201	117600
r[290]	117601	118000
r[291]	118001	118400
r[292]	118401	118800
r[293]	118801	119200
r[294]	119201	119600
r[295]	119601	120000
r[296]	120001	120400
r[297]	120401	120800
r[298]	120801	121200
r[299]	121201	121600
r[300]	121601	122000
r[301]	122001	122400
r[302]	122401	122800
r[303]	122801	123200
r[304]	123201	123600
r[305]	123601	124000
r[306]	124001	124400
r[307]	124401	124800
r[308]	124801	125200
r[309]	125201	125600
r[310]	125601	126000
r[311]	126001	126400
r[312]	126401	126800
tau.age	126801	127200
tau.b	127201	127600
tau.ethngrp	127601	128000
tau.la	128001	128400
tau.ons	128401	128800
u[1]	128801	129200
u[2]	129201	129600
u[3]	129601	130000
u[4]	130001	130400
u[5]	130401	130800
u[6]	130801	131200
v[1]	131201	131600
v[2]	131601	132000
v[3]	132001	132400
v[4]	132401	132800
v[5]	132801	133200
v[6]	133201	133600
v[7]	133601	134000
v[8]	134001	134400
v[9]	134401	134800
v[10]	134801	135200
v[11]	135201	135600
v[12]	135601	136000
v[13]	136001	136400
v[14]	136401	136800
v[15]	136801	137200
v[16]	137201	137600
v[17]	137601	138000
v[18]	138001	138400
v[19]	138401	138800
v[20]	138801	139200
v[21]	139201	139600
v[22]	139601	140000
v[23]	140001	140400
v[24]	140401	140800
v[25]	140801	141200
v[26]	141201	141600
v[27]	141601	142000
v[28]	142001	142400
v[29]	142401	142800
w[1]	142801	143200
w[2]	143201	143600
w[3]	143601	144000
w[4]	144001	144400
w[5]	144401	144800
w[6]	144801	145200
