PHE Region Code,PHE Region Name,PHE Centre Code,PHE Centre Name,Upper LA Code,LA - UT Name,LA Code,LA Name,Chlamydia Tests:nongum,Chlamydia Tests:gum,Chlamydia Tests:total,Positive Tests Reported:nongum,Positive Tests Reported:gum,Positive Tests Reported:total,Combined Coverage,Percent test pos,Diagnosis rate,15-24 Year Old Population Estimates
X25003,North of England,X25003AC,Cumbria and Lancashire,E10000017,Lancashire,E07000118,Chorley,1973,698,2671,169,98,267,0.21970881,0.099962561,2196.265526,12157
X25003,North of England,X25003AC,Cumbria and Lancashire,E10000017,Lancashire,E07000119,Fylde,1219,634,1853,54,100,154,0.250236327,0.083108473,2079.675895,7405
X25003,North of England,X25003AC,Cumbria and Lancashire,E10000017,Lancashire,E07000120,Hyndburn,1069,588,1657,82,78,160,0.164238279,0.096560048,1585.885618,10089
X25003,North of England,X25003AC,Cumbria and Lancashire,E10000017,Lancashire,E07000121,Lancaster,8639,2159,10798,571,307,878,0.425704711,0.081311354,3461.462645,25365
X25003,North of England,X25003AC,Cumbria and Lancashire,E10000017,Lancashire,E07000122,Pendle,994,545,1539,82,76,158,0.142539594,0.102664068,1463.369454,10797
X25003,North of England,X25003AC,Cumbria and Lancashire,E10000017,Lancashire,E07000123,Preston,5677,1704,7381,413,223,636,0.297357183,0.086167186,2562.243171,24822
X25003,North of England,X25003AC,Cumbria and Lancashire,E10000017,Lancashire,E07000124,Ribble Valley,623,384,1007,45,41,86,0.159689185,0.085402185,1363.780526,6306
X25003,North of England,X25003AC,Cumbria and Lancashire,E10000017,Lancashire,E07000125,Rossendale,876,592,1468,89,78,167,0.183248034,0.113760218,2084.633629,8011
X25003,North of England,X25003AC,Cumbria and Lancashire,E10000017,Lancashire,E07000126,South Ribble,2211,844,3055,185,110,295,0.242056889,0.096563011,2337.374218,12621
X25003,North of England,X25003AC,Cumbria and Lancashire,E10000017,Lancashire,E07000127,West Lancashire,2047,853,2900,172,106,278,0.188654697,0.095862069,1808.482956,15372
X25003,North of England,X25003AC,Cumbria and Lancashire,E10000017,Lancashire,E07000128,Wyre,2776,1062,3838,155,143,298,0.321817877,0.077644607,2498.742244,11926
X25003,North of England,X25003AD,Greater Manchester,E08000001,Bolton,E08000001,Bolton,8088,2066,10154,686,262,948,0.278825823,0.093362222,2603.179834,36417
X25003,North of England,X25003AD,Greater Manchester,E08000002,Bury,E08000002,Bury,3415,1530,4945,280,166,446,0.225018202,0.090192113,2029.486713,21976
X25003,North of England,X25003AD,Greater Manchester,E08000003,Manchester,E08000003,Manchester,16676,7626,24302,1376,733,2109,0.231113055,0.086782981,2005.667985,105152
X25003,North of England,X25003AD,Greater Manchester,E08000004,Oldham,E08000004,Oldham,7005,1694,8699,617,229,846,0.294262905,0.097252558,2861.782017,29562
X25003,North of England,X25003AD,Greater Manchester,E08000005,Rochdale,E08000005,Rochdale,5647,1737,7384,465,187,652,0.263591904,0.088299025,2327.490808,28013
X25003,North of England,X25003AD,Greater Manchester,E08000006,Salford,E08000006,Salford,7641,2632,10273,604,201,805,0.29962667,0.078360751,2347.897101,34286
X25003,North of England,X25003AD,Greater Manchester,E08000007,Stockport,E08000007,Stockport,6113,1553,7666,455,196,651,0.241023706,0.084920428,2046.783626,31806
X25003,North of England,X25003AD,Greater Manchester,E08000008,Tameside,E08000008,Tameside,6178,3688,9866,465,395,860,0.362134782,0.087168052,3156.658347,27244
X25003,North of England,X25003AD,Greater Manchester,E08000009,Trafford,E08000009,Trafford,3544,1730,5274,278,168,446,0.209235896,0.084565794,1769.419979,25206
X25003,North of England,X25003AD,Greater Manchester,E08000010,Wigan,E08000010,Wigan,9228,3072,12300,841,312,1153,0.320195762,0.093739837,3001.509866,38414
X25003,North of England,X25003AE,North East,E06000047,County Durham,E06000047,County Durham,14862,4285,19147,801,425,1226,0.280875471,0.064030919,1798.471446,68169
X25003,North of England,X25003AE,North East,E06000005,Darlington,E06000005,Darlington,2639,1240,3879,177,166,343,0.318159449,0.088424852,2813.32021,12192
X25003,North of England,X25003AE,North East,E08000020,Gateshead,E08000037,Gateshead,3394,2691,6085,186,348,534,0.254325838,0.087756779,2231.881635,23926
X25003,North of England,X25003AE,North East,E06000001,Hartlepool,E06000001,Hartlepool,3681,1651,5332,289,175,464,0.444481494,0.087021755,3867.955985,11996
X25003,North of England,X25003AE,North East,E06000002,Middlesbrough,E06000002,Middlesbrough,5520,1709,7229,615,285,900,0.329790146,0.124498548,4105.839416,21920
X25003,North of England,X25003AE,North East,E08000021,Newcastle upon Tyne,E08000021,Newcastle upon Tyne,11412,7574,18986,647,827,1474,0.320953427,0.077636153,2491.758938,59155
X25003,North of England,X25003AE,North East,E08000022,North Tyneside,E08000022,North Tyneside,5787,2863,8650,295,311,606,0.395247887,0.070057803,2769.019877,21885
X25003,North of England,X25003AE,North East,E06000048,Northumberland,E06000057,Northumberland,9024,2610,11634,472,307,779,0.340066061,0.066958914,2277.045395,34211
X25003,North of England,X25003AE,North East,E06000003,Redcar and Cleveland,E06000003,Redcar and Cleveland,2878,686,3564,244,109,353,0.216472303,0.099046016,2144.071914,16464
X25003,North of England,X25003AE,North East,E08000023,South Tyneside,E08000023,South Tyneside,4888,2373,7261,337,273,610,0.391344185,0.084010467,3287.700765,18554
X25003,North of England,X25003AE,North East,E06000004,Stockton-on-Tees,E06000004,Stockton-on-Tees,5670,1245,6915,598,208,806,0.275399259,0.116558207,3210.004381,25109
X25003,North of England,X25003AE,North East,E08000024,Sunderland,E08000024,Sunderland,7184,3052,10236,441,394,835,0.274107597,0.081574834,2236.028171,37343
X25003,North of England,X25003AF,Yorkshire and Humber,E08000016,Barnsley,E08000016,Barnsley,6606,1675,8281,526,168,694,0.295243868,0.083806304,2474.32972,28048
X25003,North of England,X25003AF,Yorkshire and Humber,E08000032,Bradford,E08000032,Bradford,9530,2685,12215,734,330,1064,0.17407476,0.087106017,1516.295906,70171
X25003,North of England,X25003AF,Yorkshire and Humber,E08000033,Calderdale,E08000033,Calderdale,2095,3495,5590,147,427,574,0.233237368,0.102683363,2394.959736,23967
X25003,North of England,X25003AF,Yorkshire and Humber,E08000017,Doncaster,E08000017,Doncaster,7085,2595,9680,579,272,851,0.258209075,0.087913223,2269.9992,37489
X25003,North of England,X25003AF,Yorkshire and Humber,E06000011,East Riding of Yorkshire,E06000011,East Riding of Yorkshire,5125,2255,7380,304,228,532,0.203991376,0.072086721,1470.506938,36178
X25003,North of England,X25003AF,Yorkshire and Humber,E06000010,"Kingston upon Hull, City of",E06000010,"Kingston upon Hull, City of",10441,2811,13252,671,291,962,0.323590457,0.072592816,2349.034259,40953
X25003,North of England,X25003AF,Yorkshire and Humber,E08000034,Kirklees,E08000034,Kirklees,7031,4845,11876,612,644,1256,0.210094291,0.105759515,2221.947034,56527
X25003,North of England,X25003AF,Yorkshire and Humber,E08000035,Leeds,E08000035,Leeds,26058,8854,34912,2308,981,3289,0.276745513,0.094208295,2607.1723,126152
X25003,North of England,X25003AF,Yorkshire and Humber,E06000012,North East Lincolnshire,E06000012,North East Lincolnshire,3122,1558,4680,324,265,589,0.229209521,0.125854701,2884.70957,20418
X25003,North of England,X25003AF,Yorkshire and Humber,E06000013,North Lincolnshire,E06000013,North Lincolnshire,2446,1536,3982,247,228,475,0.206353319,0.119286791,2461.522516,19297
X25003,North of England,X25003AF,Yorkshire and Humber,E10000023,North Yorkshire,E07000163,Craven,900,90,990,55,13,68,0.177038627,0.068686869,1216.02289,5592
X25003,North of England,X25003AF,Yorkshire and Humber,E10000023,North Yorkshire,E07000164,Hambleton,1456,410,1866,89,50,139,0.196960101,0.07449089,1467.173316,9474
X25003,North of England,X25003AF,Yorkshire and Humber,E10000023,North Yorkshire,E07000165,Harrogate,2833,1106,3939,187,142,329,0.230229704,0.083523737,1922.964522,17109
X25003,North of England,X25003AF,Yorkshire and Humber,E10000023,North Yorkshire,E07000166,Richmondshire,2207,282,2489,100,36,136,0.29879952,0.054640418,1632.653061,8330
X25003,North of England,X25003AF,Yorkshire and Humber,E10000023,North Yorkshire,E07000167,Ryedale,661,174,835,49,29,78,0.153211009,0.093413174,1431.192661,5450
X25003,North of England,X25003AF,Yorkshire and Humber,E10000023,North Yorkshire,E07000168,Scarborough,2014,668,2682,126,92,218,0.212301116,0.081282625,1725.639199,12633
X25003,North of England,X25003AF,Yorkshire and Humber,E10000023,North Yorkshire,E07000169,Selby,1477,552,2029,110,69,179,0.216126971,0.088220798,1906.689391,9388
X25003,North of England,X25003AF,Yorkshire and Humber,E08000018,Rotherham,E08000018,Rotherham,8397,2333,10730,786,253,1039,0.341981132,0.096831314,3311.448241,31376
X25003,North of England,X25003AF,Yorkshire and Humber,E08000019,Sheffield,E08000019,Sheffield,19205,5274,24479,1431,489,1920,0.245086555,0.078434577,1922.326014,99879
X25003,North of England,X25003AF,Yorkshire and Humber,E08000036,Wakefield,E08000036,Wakefield,7975,2091,10066,605,297,902,0.257034881,0.089608583,2303.253154,39162
X25003,North of England,X25003AF,Yorkshire and Humber,E06000014,York,E06000014,York,3980,2932,6912,263,324,587,0.200464037,0.084924769,1702.436195,34480
X25004,South of England,X25004AA,"Avon, Gloucestershire and Wiltshire",E06000022,Bath and North East Somerset,E06000022,Bath and North East Somerset,5502,1180,6682,404,83,487,0.22054261,0.072882371,1607.366823,30298
X25004,South of England,X25004AA,"Avon, Gloucestershire and Wiltshire",E06000023,"Bristol, City of",E06000023,"Bristol, City of",18122,3584,21706,1176,315,1491,0.304496037,0.068690685,2091.604124,71285
X25004,South of England,X25004AA,"Avon, Gloucestershire and Wiltshire",E10000013,Gloucestershire,E07000078,Cheltenham,2152,1348,3500,148,140,288,0.212986065,0.082285714,1752.571046,16433
X25004,South of England,X25004AA,"Avon, Gloucestershire and Wiltshire",E10000013,Gloucestershire,E07000079,Cotswold,1432,378,1810,86,20,106,0.207902596,0.058563536,1217.551114,8706
X25004,South of England,X25004AA,"Avon, Gloucestershire and Wiltshire",E10000013,Gloucestershire,E07000080,Forest of Dean,1566,337,1903,112,38,150,0.193886908,0.078822911,1528.273051,9815
X25004,South of England,X25004AA,"Avon, Gloucestershire and Wiltshire",E10000013,Gloucestershire,E07000081,Gloucester,2561,1821,4382,212,233,445,0.269727933,0.101551803,2739.135787,16246
X25004,South of England,X25004AA,"Avon, Gloucestershire and Wiltshire",E10000013,Gloucestershire,E07000082,Stroud,1765,547,2312,91,46,137,0.19223414,0.059256055,1139.103683,12027
X25004,South of England,X25004AA,"Avon, Gloucestershire and Wiltshire",E10000013,Gloucestershire,E07000083,Tewkesbury,1354,567,1921,69,44,113,0.227202839,0.058823529,1336.487286,8455
X25004,South of England,X25004AA,"Avon, Gloucestershire and Wiltshire",E06000024,North Somerset,E06000024,North Somerset,3300,3000,6300,203,281,484,0.302462912,0.076825397,2323.683326,20829
X25004,South of England,X25004AA,"Avon, Gloucestershire and Wiltshire",E06000025,South Gloucestershire,E06000025,South Gloucestershire,7113,872,7985,459,114,573,0.240374484,0.071759549,1724.916463,33219
X25004,South of England,X25004AA,"Avon, Gloucestershire and Wiltshire",E06000030,Swindon,E06000030,Swindon,2508,3014,5522,183,391,574,0.221509086,0.103947845,2302.539211,24929
X25004,South of England,X25004AA,"Avon, Gloucestershire and Wiltshire",E06000054,Wiltshire,E06000054,Wiltshire,8164,2543,10707,693,303,996,0.197502398,0.093023256,1837.231609,54212
X25004,South of England,X25004AC,"Devon, Cornwall and Somerset",E06000052,Cornwall,E06000052,Cornwall,8663,4722,13385,626,505,1131,0.218680565,0.084497572,1847.797674,61208
X25004,South of England,X25004AC,"Devon, Cornwall and Somerset",E10000008,Devon,E07000040,East Devon,2014,1108,3122,78,133,211,0.235373945,0.067584881,1590.772014,13264
X25004,South of England,X25004AC,"Devon, Cornwall and Somerset",E10000008,Devon,E07000041,Exeter,6539,3234,9773,513,327,840,0.407547957,0.08595109,3502.919099,23980
X25004,South of England,X25004AC,"Devon, Cornwall and Somerset",E10000008,Devon,E07000042,Mid Devon,810,568,1378,59,55,114,0.165505645,0.082728592,1369.2049,8326
X25004,South of England,X25004AC,"Devon, Cornwall and Somerset",E10000008,Devon,E07000043,North Devon,810,996,1806,47,92,139,0.175067856,0.07696567,1347.421481,10316
X25004,South of England,X25004AC,"Devon, Cornwall and Somerset",E10000008,Devon,E07000044,South Hams,807,667,1474,46,63,109,0.179406037,0.07394844,1326.679649,8216
X25004,South of England,X25004AC,"Devon, Cornwall and Somerset",E10000008,Devon,E07000045,Teignbridge,1305,1088,2393,96,147,243,0.188351043,0.101546176,1912.632822,12705
X25004,South of England,X25004AC,"Devon, Cornwall and Somerset",E10000008,Devon,E07000046,Torridge,555,433,988,35,60,95,0.144444444,0.096153846,1388.888889,6840
X25004,South of England,X25004AC,"Devon, Cornwall and Somerset",E10000008,Devon,E07000047,West Devon,413,438,851,37,43,80,0.162280702,0.094007051,1525.553013,5244
X25004,South of England,X25004AC,"Devon, Cornwall and Somerset",E06000053,Isles of Scilly,E06000053,Isles of Scilly,38,0,38,<5,0,<5,0.2,<10%,"<1,060",190
X25004,South of England,X25004AC,"Devon, Cornwall and Somerset",E06000026,Plymouth,E06000026,Plymouth,2958,4688,7646,218,612,830,0.17898359,0.108553492,1942.929376,42719
X25004,South of England,X25004AC,"Devon, Cornwall and Somerset",E10000027,Somerset,E07000187,Mendip,1998,325,2323,146,26,172,0.180315144,0.074042187,1335.092758,12883
X25004,South of England,X25004AC,"Devon, Cornwall and Somerset",E10000027,Somerset,E07000188,Sedgemoor,2038,804,2842,161,72,233,0.21436114,0.081984518,1757.429477,13258
X25004,South of England,X25004AC,"Devon, Cornwall and Somerset",E10000027,Somerset,E07000189,South Somerset,2241,861,3102,143,73,216,0.172237646,0.069632495,1199.333703,18010
X25004,South of England,X25004AC,"Devon, Cornwall and Somerset",E10000027,Somerset,E07000190,Taunton Deane,1951,1035,2986,115,90,205,0.226744628,0.068653717,1556.686157,13169
X25004,South of England,X25004AC,"Devon, Cornwall and Somerset",E10000027,Somerset,E07000191,West Somerset,545,193,738,<40,21,<60,0.214659686,<10%,"<1,520",3438
X25004,South of England,X25004AC,"Devon, Cornwall and Somerset",E06000027,Torbay,E06000027,Torbay,2045,1645,3690,157,211,368,0.260519627,0.099728997,"<2,600",14164
X25004,South of England,X25004AD,Wessex,E06000028,Bournemouth,E06000028,Bournemouth,6837,2279,9116,439,223,662,0.318407265,0.07261957,2312.259867,28630
X25004,South of England,X25004AD,Wessex,E10000009,Dorset,E07000048,Christchurch,821,267,1088,38,25,63,0.23933128,0.057904412,1385.8337,4546
X25004,South of England,X25004AD,Wessex,E10000009,Dorset,E07000049,East Dorset,1250,543,1793,94,59,153,0.214089552,0.085331846,1826.865672,8375
X25004,South of England,X25004AD,Wessex,E10000009,Dorset,E07000050,North Dorset,1406,359,1765,84,33,117,0.222152297,0.066288952,1472.624292,7945
X25004,South of England,X25004AD,Wessex,E10000009,Dorset,E07000051,Purbeck,1329,264,1593,78,29,107,0.33480454,0.067168864,2248.844052,4758
X25004,South of England,X25004AD,Wessex,E10000009,Dorset,E07000052,West Dorset,1480,740,2220,68,66,134,0.222489477,0.06036036,1342.9545,9978
X25004,South of England,X25004AD,Wessex,E10000009,Dorset,E07000053,Weymouth and Portland,1301,1298,2599,76,97,173,0.344147246,0.066564063,2290.783898,7552
X25004,South of England,X25004AD,Wessex,E10000014,Hampshire,E07000084,Basingstoke and Deane,3149,1941,5090,173,145,318,0.277792938,0.062475442,1735.523659,18323
X25004,South of England,X25004AD,Wessex,E10000014,Hampshire,E07000085,East Hampshire,1795,574,2369,86,43,129,0.183558035,0.054453356,999.5351,12906
X25004,South of England,X25004AD,Wessex,E10000014,Hampshire,E07000086,Eastleigh,1758,979,2737,103,95,198,0.187388744,0.07234198,1355.607285,14606
X25004,South of England,X25004AD,Wessex,E10000014,Hampshire,E07000087,Fareham,1832,1079,2911,93,83,176,0.232118651,0.060460323,1403.396858,12541
X25004,South of England,X25004AD,Wessex,E10000014,Hampshire,E07000088,Gosport,1639,994,2633,110,76,186,0.261547631,0.070641853,1847.62094,10067
X25004,South of England,X25004AD,Wessex,E10000014,Hampshire,E07000089,Hart,1126,733,1859,52,74,126,0.196865403,0.067778375,1334.32172,9443
X25004,South of England,X25004AD,Wessex,E10000014,Hampshire,E07000090,Havant,2118,1293,3411,144,109,253,0.237899289,0.074171797,1764.541777,14338
X25004,South of England,X25004AD,Wessex,E10000014,Hampshire,E07000091,New Forest,2311,793,3104,134,78,212,0.175466365,0.068298969,1198.417185,17690
X25004,South of England,X25004AD,Wessex,E10000014,Hampshire,E07000092,Rushmoor,2261,840,3101,200,84,284,0.251154127,0.09158336,2300.153884,12347
X25004,South of England,X25004AD,Wessex,E10000014,Hampshire,E07000093,Test Valley,1378,1104,2482,98,132,230,0.195433071,0.092667204,1811.023622,12700
X25004,South of England,X25004AD,Wessex,E10000014,Hampshire,E07000094,Winchester,2427,1334,3761,112,121,233,0.238884654,0.061951609,1479.928862,15744
X25004,South of England,X25004AD,Wessex,E06000046,Isle of Wight,E06000046,Isle of Wight,3311,966,4277,144,119,263,0.28365831,0.0614917,1744.263165,15078
X25004,South of England,X25004AD,Wessex,E06000029,Poole,E06000029,Poole,3502,990,4492,232,107,339,0.275853599,0.075467498,2081.798084,16284
X25004,South of England,X25004AD,Wessex,E06000044,Portsmouth,E06000044,Portsmouth,10252,4178,14430,433,319,752,0.369346541,0.052113652,1924.799713,39069
X25004,South of England,X25004AD,Wessex,E06000045,Southampton,E06000045,Southampton,7006,3412,10418,311,434,745,0.215724846,0.071510847,1542.666639,48293
X25004,South of England,X25004AE,"Kent, Surrey and  Sussex",E06000043,Brighton and Hove,E06000043,Brighton and Hove,20007,3850,23857,1143,326,1469,0.508797373,0.061575219,3132.930965,46889
X25004,South of England,X25004AE,"Kent, Surrey and  Sussex",E10000011,East Sussex,E07000061,Eastbourne,1094,1775,2869,69,187,256,0.238705383,0.089229697,2129.960895,12019
X25004,South of England,X25004AE,"Kent, Surrey and  Sussex",E10000011,East Sussex,E07000062,Hastings,872,1908,2780,66,200,266,0.243453893,0.095683453,2329.450915,11419
X25004,South of England,X25004AE,"Kent, Surrey and  Sussex",E10000011,East Sussex,E07000063,Lewes,1618,746,2364,119,71,190,0.231062457,0.08037225,1857.100968,10231
X25004,South of England,X25004AE,"Kent, Surrey and  Sussex",E10000011,East Sussex,E07000064,Rother,854,861,1715,54,72,126,0.192610063,0.073469388,1415.09434,8904
X25004,South of England,X25004AE,"Kent, Surrey and  Sussex",E10000011,East Sussex,E07000065,Wealden,1349,1237,2586,87,92,179,0.170411862,0.069218871,1179.571664,15175
X25004,South of England,X25004AE,"Kent, Surrey and  Sussex",E10000016,Kent,E07000105,Ashford,2259,846,3105,140,82,222,0.219838573,0.071497585,1571.792693,14124
X25004,South of England,X25004AE,"Kent, Surrey and  Sussex",E10000016,Kent,E07000106,Canterbury,3610,2589,6199,171,199,370,0.200855393,0.059687046,1198.846515,30863
X25004,South of England,X25004AE,"Kent, Surrey and  Sussex",E10000016,Kent,E07000107,Dartford,1586,665,2251,91,68,159,0.188006348,0.070635273,1327.987973,11973
X25004,South of England,X25004AE,"Kent, Surrey and  Sussex",E10000016,Kent,E07000108,Dover,2033,472,2505,100,33,133,0.194517782,0.053093812,1032.769064,12878
X25004,South of England,X25004AE,"Kent, Surrey and  Sussex",E10000016,Kent,E07000109,Gravesham,1184,751,1935,76,72,148,0.147305116,0.076485788,1126.674787,13136
X25004,South of England,X25004AE,"Kent, Surrey and  Sussex",E10000016,Kent,E07000110,Maidstone,3199,1432,4631,220,132,352,0.25906243,0.076009501,1969.120609,17876
X25004,South of England,X25004AE,"Kent, Surrey and  Sussex",E10000016,Kent,E07000111,Sevenoaks,1457,598,2055,96,57,153,0.169094051,0.074452555,1258.948408,12153
X25004,South of England,X25004AE,"Kent, Surrey and  Sussex",E10000016,Kent,E07000112,Shepway,3807,965,4772,247,87,334,0.377412211,0.069991618,2641.569124,12644
X25004,South of England,X25004AE,"Kent, Surrey and  Sussex",E10000016,Kent,E07000113,Swale,2111,1139,3250,175,126,301,0.196469593,0.092615385,1819.610688,16542
X25004,South of England,X25004AE,"Kent, Surrey and  Sussex",E10000016,Kent,E07000114,Thanet,2481,1215,3696,228,158,386,0.228627985,0.104437229,2387.727329,16166
X25004,South of England,X25004AE,"Kent, Surrey and  Sussex",E10000016,Kent,E07000115,Tonbridge and Malling,1702,867,2569,117,71,188,0.183644292,0.073180226,1343.913075,13989
X25004,South of England,X25004AE,"Kent, Surrey and  Sussex",E10000016,Kent,E07000116,Tunbridge Wells,1710,519,2229,97,47,144,0.177567115,0.064602961,1147.136143,12553
X25004,South of England,X25004AE,"Kent, Surrey and  Sussex",E06000035,Medway,E06000035,Medway,5644,3318,8962,333,345,678,0.23242304,0.075652756,1758.344355,38559
X25004,South of England,X25004AE,"Kent, Surrey and  Sussex",E10000030,Surrey,E07000207,Elmbridge,611,1204,1815,31,95,126,0.152316213,0.069421488,1057.401813,11916
X25004,South of England,X25004AE,"Kent, Surrey and  Sussex",E10000030,Surrey,E07000208,Epsom and Ewell,613,728,1341,44,59,103,0.151542547,0.076808352,1163.97333,8849
X25004,South of England,X25004AE,"Kent, Surrey and  Sussex",E10000030,Surrey,E07000209,Guildford,708,1941,2649,42,162,204,0.12466469,0.077010193,960.0451786,21249
X25004,South of England,X25004AE,"Kent, Surrey and  Sussex",E10000030,Surrey,E07000210,Mole Valley,302,764,1066,14,73,87,0.122839364,0.081613508,1002.535146,8678
X25004,South of England,X25004AE,"Kent, Surrey and  Sussex",E10000030,Surrey,E07000211,Reigate and Banstead,830,1370,2200,59,122,181,0.149629327,0.082272727,1231.041284,14703
X25004,South of England,X25004AE,"Kent, Surrey and  Sussex",E10000030,Surrey,E07000212,Runnymede,711,879,1590,48,99,147,0.121374046,0.09245283,1122.137405,13100
X25004,South of England,X25004AE,"Kent, Surrey and  Sussex",E10000030,Surrey,E07000213,Spelthorne,413,811,1224,23,93,116,0.116749332,0.094771242,1106.447921,10484
X25004,South of England,X25004AE,"Kent, Surrey and  Sussex",E10000030,Surrey,E07000214,Surrey Heath,440,1056,1496,20,126,146,0.157623011,0.097593583,1538.299442,9491
X25004,South of England,X25004AE,"Kent, Surrey and  Sussex",E10000030,Surrey,E07000215,Tandridge,404,681,1085,21,61,82,0.119322556,0.075576037,901.7925877,9093
X25004,South of England,X25004AE,"Kent, Surrey and  Sussex",E10000030,Surrey,E07000216,Waverley,536,937,1473,33,75,108,0.112049293,0.073319756,821.5426746,13146
X25004,South of England,X25004AE,"Kent, Surrey and  Sussex",E10000030,Surrey,E07000217,Woking,4058,710,4768,240,69,309,0.486431341,0.064807047,3152.417874,9802
X25004,South of England,X25004AE,"Kent, Surrey and  Sussex",E10000032,West Sussex,E07000223,Adur,436,605,1041,23,63,86,0.160375905,0.082612872,1324.911416,6491
X25004,South of England,X25004AE,"Kent, Surrey and  Sussex",E10000032,West Sussex,E07000224,Arun,899,1431,2330,48,155,203,0.150701766,0.087124464,1312.981049,15461
X25004,South of England,X25004AE,"Kent, Surrey and  Sussex",E10000032,West Sussex,E07000225,Chichester,789,1303,2092,34,115,149,0.164323305,0.071223709,1170.371534,12731
X25004,South of England,X25004AE,"Kent, Surrey and  Sussex",E10000032,West Sussex,E07000226,Crawley,3523,1373,4896,246,149,395,0.384150647,0.080678105,3099.25461,12745
X25004,South of England,X25004AE,"Kent, Surrey and  Sussex",E10000032,West Sussex,E07000227,Horsham,595,923,1518,24,69,93,0.111872651,0.061264822,685.3858059,13569
X25004,South of England,X25004AE,"Kent, Surrey and  Sussex",E10000032,West Sussex,E07000228,Mid Sussex,666,900,1566,31,71,102,0.106111939,0.0651341,691.1505624,14758
X25004,South of England,X25004AE,"Kent, Surrey and  Sussex",E10000032,West Sussex,E07000229,Worthing,3490,1619,5109,354,189,543,0.459731846,0.10628303,4886.169351,11113
X25004,South of England,X25004AF,Thames Valley,E06000036,Bracknell Forest,E06000036,Bracknell Forest,1671,976,2647,124,125,249,0.194389366,0.094068757,1828.596607,13617
X25004,South of England,X25004AF,Thames Valley,E10000002,Buckinghamshire,E07000004,Aylesbury Vale,2568,1433,4001,149,122,271,0.19826561,0.067733067,1342.913776,20180
X25004,South of England,X25004AF,Thames Valley,E10000002,Buckinghamshire,E07000005,Chiltern,450,526,976,26,46,72,0.104373864,0.073770492,769.9711261,9351
X25004,South of England,X25004AF,Thames Valley,E10000002,Buckinghamshire,E07000006,South Bucks,453,590,1043,25,52,77,0.152887716,0.073825503,1128.701261,6822
X25004,South of England,X25004AF,Thames Valley,E10000002,Buckinghamshire,E07000007,Wycombe,868,2037,2905,49,242,291,0.136078321,0.100172117,1363.125351,21348
X25004,South of England,X25004AF,Thames Valley,E10000025,Oxfordshire,E07000177,Cherwell,337,1229,1566,12,105,117,0.100397487,0.074712644,750.0961662,15598
X25004,South of England,X25004AF,Thames Valley,E10000025,Oxfordshire,E07000178,Oxford,11524,3472,14996,553,191,744,0.436298042,0.04961323,2164.615519,34371
X25004,South of England,X25004AF,Thames Valley,E10000025,Oxfordshire,E07000179,South Oxfordshire,553,1041,1594,18,74,92,0.113226311,0.057716437,653.5019179,14078
X25004,South of England,X25004AF,Thames Valley,E10000025,Oxfordshire,E07000180,Vale of White Horse,332,804,1136,15,71,86,0.084871124,0.075704225,642.5102727,13385
X25004,South of England,X25004AF,Thames Valley,E10000025,Oxfordshire,E07000181,West Oxfordshire,344,727,1071,18,67,85,0.094703334,0.079365079,751.613759,11309
X25004,South of England,X25004AF,Thames Valley,E06000038,Reading,E06000038,Reading,5786,3091,8877,398,291,689,0.372138845,0.077616312,2888.40446,23854
X25004,South of England,X25004AF,Thames Valley,E06000039,Slough,E06000039,Slough,1020,2163,3183,75,234,309,0.181181694,0.097078228,1758.879781,17568
X25004,South of England,X25004AF,Thames Valley,E06000037,West Berkshire,E06000037,West Berkshire,679,1120,1799,27,115,142,0.106418219,0.07893274,839.9881692,16905
X25004,South of England,X25004AF,Thames Valley,E06000040,Windsor and Maidenhead,E06000040,Windsor and Maidenhead,1423,1370,2793,103,103,206,0.183279743,0.073755818,1351.794737,15239
X25004,South of England,X25004AF,Thames Valley,E06000041,Wokingham,E06000041,Wokingham,589,1587,2176,26,139,165,0.12739301,0.075827206,965.985598,17081
