Code,Name, ALL AGES,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90+,both_popsize_15-19,both_popsize_20-24,both_popsize_all
E10000024,Nottinghamshire,790173,0.011546838,0.011817665,0.011603788,0.011581008,0.01175945,0.011567087,0.011274746,0.01077359,0.010729296,0.010440752,0.010326852,0.010512888,0.011129208,0.011826524,0.011755654,0.01229351,0.012027746,0.01223403,0.012601038,0.010740686,0.010811556,0.011338023,0.011434205,0.011593664,0.011786027,0.011534183,0.011241842,0.011244373,0.011062134,0.011087445,0.011277277,0.011801213,0.011901191,0.011362069,0.010916597,0.010907738,0.011505075,0.011963203,0.012292245,0.013451485,0.014225999,0.014899269,0.014544916,0.015434595,0.015315633,0.0156548,0.015561149,0.015980045,0.015909174,0.015664924,0.015181486,0.01465755,0.01455504,0.014052619,0.013467937,0.012974374,0.012465625,0.012297307,0.012589648,0.012340336,0.012285917,0.012283386,0.012699751,0.013004747,0.013803306,0.014851178,0.011636692,0.011668331,0.011691111,0.010767262,0.009233421,0.008426003,0.008663925,0.008793011,0.008333618,0.007915988,0.007394583,0.007099711,0.0066226,0.00619358,0.00612271,0.005649396,0.005134319,0.004669863,0.004343353,0.003952299,0.003577698,0.003133491,0.002813308,0.002299496,0.008109617,0.05989701,0.056963475,0.116860485
E10000025,Oxfordshire,660772,0.012654895,0.013258734,0.012538364,0.012122184,0.012550471,0.012337085,0.011768053,0.011235343,0.011155134,0.010819163,0.010348501,0.010841864,0.011339766,0.011386681,0.011506238,0.011760486,0.011527425,0.011783187,0.012414267,0.01462229,0.015046037,0.015185268,0.014660125,0.013739989,0.013559897,0.013497848,0.013926135,0.014225784,0.014142548,0.014472466,0.013923108,0.01399121,0.013923108,0.013661293,0.01292125,0.012561065,0.012281089,0.012750238,0.013246627,0.013588651,0.014269672,0.014472466,0.014257565,0.014421011,0.014563268,0.014753954,0.01504301,0.014899239,0.014862918,0.014520894,0.013904948,0.013452447,0.013101342,0.01251415,0.012185746,0.011728705,0.011276204,0.010919046,0.010911479,0.010766195,0.010324287,0.01072836,0.011084005,0.011133946,0.011648496,0.012353732,0.009653859,0.009729528,0.009637212,0.009125689,0.008037568,0.007082625,0.007526045,0.007424649,0.0071477,0.006822323,0.006542347,0.006174596,0.005605564,0.005434552,0.005387637,0.005074368,0.004689969,0.004361565,0.003899984,0.00358974,0.00326739,0.002839103,0.00253794,0.002359361,0.008677728,0.062107656,0.072191316,0.134298972
E10000027,Somerset,534950,0.010806617,0.011073932,0.011025329,0.010928124,0.011161791,0.010815964,0.010679503,0.0104907,0.010324329,0.010642116,0.010105617,0.010522479,0.011438452,0.011928218,0.012403028,0.012862884,0.012961959,0.012855407,0.01312646,0.009658847,0.009423311,0.009606505,0.010614076,0.011148705,0.011318815,0.010958033,0.010404711,0.010195345,0.009871951,0.010285073,0.009879428,0.010174783,0.010006543,0.009804655,0.009363492,0.009322367,0.009729881,0.010415927,0.011143097,0.0117525,0.012939527,0.01349285,0.013494719,0.013926535,0.014405085,0.014599495,0.014879895,0.015109823,0.015212637,0.014924759,0.014676138,0.014608842,0.013876063,0.013782597,0.013683522,0.013313394,0.012601178,0.012810543,0.013251706,0.013075988,0.013326479,0.013550799,0.013848023,0.014457426,0.015313581,0.016599682,0.01287597,0.012806804,0.01248341,0.012163754,0.010836527,0.009378447,0.009720535,0.009658847,0.009079353,0.008961585,0.008316665,0.007991401,0.007619404,0.007232452,0.007019348,0.006867932,0.006503412,0.005879054,0.005471539,0.004897654,0.004426582,0.004248995,0.003643331,0.00311431,0.01181045,0.061465558,0.052111412,0.11357697
E10000028,Staffordshire,852123,0.010496137,0.010761357,0.010793043,0.010979636,0.011187352,0.011018362,0.010966727,0.010709721,0.010938562,0.010259082,0.010218008,0.010740234,0.011016015,0.011403283,0.011892649,0.012356197,0.012107407,0.012264661,0.012553352,0.011474869,0.01193255,0.012547484,0.01222124,0.012027606,0.012107407,0.011364557,0.011085254,0.011181484,0.010893967,0.010874017,0.011143931,0.011142758,0.011580488,0.010885752,0.010256735,0.010385825,0.011085254,0.011592223,0.012304562,0.013176502,0.014299579,0.015135139,0.014794812,0.015244278,0.015319385,0.015481333,0.015665579,0.01568905,0.015571696,0.015126924,0.015200857,0.014657508,0.01366,0.01364005,0.013349012,0.013014553,0.012700044,0.012414874,0.012717648,0.012621417,0.012142613,0.012505237,0.01307323,0.013390086,0.014467395,0.015392144,0.01177999,0.012305735,0.012305735,0.011409151,0.01022505,0.00918412,0.009181773,0.009078502,0.008697101,0.008383766,0.007500091,0.007023634,0.006656316,0.006274916,0.006028472,0.005604825,0.005113112,0.00459206,0.004101521,0.003842168,0.003453727,0.00299722,0.002647505,0.002255543,0.008157273,0.060756487,0.060836288,0.121592775
E10000029,Suffolk,732332,0.011388277,0.011849817,0.011687322,0.011606758,0.011826603,0.011483863,0.011335023,0.011056461,0.011199838,0.010558053,0.01040102,0.010588094,0.011497518,0.011539848,0.01170917,0.012441079,0.012034159,0.0124165,0.011980905,0.009858916,0.009723732,0.010395558,0.011067385,0.01181841,0.012247178,0.012057373,0.011812948,0.011636799,0.011248996,0.0112449,0.011922188,0.011797928,0.011739211,0.011277672,0.010321821,0.010457006,0.010682313,0.01134185,0.011892147,0.012514816,0.012946314,0.013873489,0.013721918,0.01432547,0.014042811,0.014564433,0.01469279,0.014724196,0.014739217,0.014157513,0.013790194,0.013855738,0.012921735,0.01285346,0.013081499,0.012542126,0.012189826,0.011781542,0.01244381,0.012211674,0.012210309,0.012539395,0.013005031,0.013601754,0.014605398,0.016700076,0.012570801,0.012105165,0.012071028,0.010951317,0.010265836,0.008817039,0.009151587,0.009304523,0.009020499,0.00865591,0.008113806,0.007977256,0.007127915,0.006924455,0.006621314,0.006393275,0.006162506,0.005524817,0.005086491,0.004616759,0.004065096,0.003629501,0.003255354,0.002942654,0.010863925,0.058731559,0.055252263,0.113983822
E10000030,Surrey,1143509,0.01258757,0.012642664,0.01295661,0.01277209,0.013062425,0.012598939,0.012292863,0.0117463,0.011811013,0.011368516,0.011126279,0.01143935,0.011611627,0.012155567,0.011887969,0.012072489,0.012023517,0.012312977,0.012410047,0.01050101,0.01001129,0.010638307,0.011175251,0.011424484,0.011562655,0.010606825,0.010464281,0.010734502,0.010467779,0.011003849,0.011592388,0.012192296,0.012893646,0.013038813,0.012917257,0.013060676,0.013440209,0.01394742,0.014092587,0.014637401,0.015233811,0.015607223,0.014921614,0.015142863,0.015544259,0.015773378,0.015788245,0.015938659,0.015991129,0.015569619,0.015092142,0.014678503,0.013755029,0.01340348,0.013064174,0.012468638,0.012038384,0.011575772,0.011221599,0.011201486,0.010891038,0.010896285,0.011187494,0.011667595,0.012303357,0.013355382,0.010584088,0.009908973,0.009954447,0.009382523,0.008181833,0.007215509,0.007581925,0.007727967,0.007430637,0.007181404,0.007052852,0.006642711,0.006292036,0.00604805,0.005994706,0.005731481,0.005348449,0.004779149,0.004298173,0.004027953,0.003748987,0.003353712,0.003046762,0.002654986,0.010237786,0.05932004,0.054811987,0.114132027
E10000031,Warwickshire,547974,0.011531569,0.011597266,0.011343604,0.011476822,0.011624639,0.011504195,0.011212211,0.010934825,0.010766934,0.010516922,0.010425677,0.010768759,0.011162938,0.01131623,0.011673912,0.012027943,0.012142912,0.012128313,0.011816254,0.009693891,0.01198597,0.012905722,0.013057189,0.011980495,0.011588141,0.01123411,0.011619164,0.01161734,0.011381927,0.011639238,0.011836328,0.012073566,0.012319928,0.01188925,0.011350904,0.011210386,0.01189655,0.012168461,0.012911197,0.01369773,0.014325497,0.01483647,0.01436017,0.015070058,0.015013486,0.015077358,0.015900389,0.015511685,0.015568257,0.015059109,0.014927716,0.014425867,0.013493341,0.013455018,0.012953169,0.012721406,0.012119188,0.011894725,0.012128313,0.012254231,0.01189655,0.012031593,0.012330877,0.012774329,0.013358298,0.014515287,0.011843628,0.012040717,0.012184885,0.011053444,0.009409206,0.008471205,0.008332512,0.008427407,0.008345286,0.007952932,0.007361663,0.006972959,0.006221098,0.005971086,0.005865242,0.005918164,0.005191852,0.004742926,0.004319548,0.004038513,0.003607835,0.003151609,0.002826776,0.002480045,0.009237665,0.057809312,0.061517517,0.119326829
E10000032,West Sussex,815119,0.011449862,0.011657194,0.011790916,0.011697678,0.011884154,0.011505069,0.011254798,0.010841362,0.010899022,0.01065734,0.010242676,0.010674515,0.011198365,0.011321046,0.011628977,0.011587265,0.011765153,0.011560275,0.011819133,0.009808384,0.00906248,0.009614547,0.010097912,0.010420564,0.010835228,0.010359224,0.010598452,0.010648752,0.010569009,0.010928466,0.011390975,0.011837535,0.011992114,0.011761473,0.011111261,0.011069549,0.011333315,0.011864525,0.012616563,0.012972339,0.013769769,0.014378269,0.014021266,0.014880036,0.014936469,0.01529838,0.015106997,0.015492216,0.015370762,0.014786798,0.014559837,0.014113277,0.013524406,0.013469199,0.013179671,0.012469345,0.012309859,0.011927093,0.011929546,0.011811772,0.011606894,0.011616709,0.012190858,0.012901184,0.014005317,0.015611218,0.012122156,0.011757792,0.011534512,0.011224128,0.009726187,0.008528816,0.009269812,0.009136089,0.009063707,0.008639229,0.008263824,0.00806508,0.007573127,0.007200176,0.007195268,0.007132701,0.006622346,0.006227312,0.005545203,0.005064291,0.004718329,0.004133139,0.003682898,0.003267008,0.012712254,0.056540211,0.050030732,0.106570942
E10000034,Worcestershire,569032,0.011111853,0.011169846,0.010802556,0.011097794,0.01115403,0.011234869,0.010890424,0.010958962,0.010732261,0.010310492,0.01041242,0.01057234,0.011138214,0.011357885,0.011883339,0.012189121,0.01217682,0.012145187,0.012545867,0.010939631,0.010772681,0.010857034,0.011523078,0.01126123,0.01118742,0.010777953,0.010725232,0.010809585,0.010711173,0.010955447,0.010793769,0.011164574,0.01132098,0.011152273,0.010447567,0.010468656,0.01104683,0.01148793,0.012414065,0.0129114,0.014051934,0.014507093,0.014326084,0.014939406,0.014906016,0.015561515,0.015180166,0.01532427,0.01528385,0.015231129,0.014754882,0.013849836,0.01359326,0.013517693,0.013347228,0.012899099,0.012740935,0.012435153,0.013138101,0.013275176,0.012709303,0.012937761,0.013535267,0.014225913,0.014619564,0.015642354,0.012401763,0.012352557,0.012672398,0.011268259,0.009980107,0.008807941,0.008971376,0.009006523,0.008776308,0.008426591,0.007772849,0.007180616,0.006853745,0.006489969,0.006423189,0.00603481,0.005635887,0.005015535,0.004646487,0.004193086,0.003887303,0.003384695,0.003136906,0.002667688,0.009867635,0.059996626,0.055601442,0.115598068
E09000001,City of London,7604,0.00986323,0.00999474,0.007496055,0.005917938,0.005786428,0.004339821,0.004208311,0.006838506,0.006312467,0.005260389,0.004208311,0.004471331,0.003682272,0.005523409,0.003813782,0.004339821,0.00486586,0.007364545,0.005654918,0.008153603,0.006706996,0.008153603,0.011309837,0.017359285,0.021567596,0.021304577,0.022488164,0.02446081,0.029063651,0.027485534,0.025907417,0.026696476,0.020120989,0.019857969,0.016044187,0.020252499,0.013677012,0.018674382,0.013940032,0.015255129,0.016307207,0.018805892,0.015912678,0.016307207,0.019857969,0.014203051,0.016570226,0.016175697,0.016175697,0.015518148,0.013940032,0.011704366,0.012098895,0.013282483,0.015255129,0.00999474,0.013019463,0.01446607,0.011572856,0.012756444,0.012230405,0.012361915,0.011704366,0.012098895,0.013808522,0.012756444,0.008285113,0.009468701,0.008416623,0.008811152,0.006312467,0.006838506,0.007233035,0.008022094,0.006180957,0.00512888,0.006443977,0.00512888,0.003419253,0.00512888,0.003682272,0.00486586,0.002498685,0.004076802,0.005260389,0.003024724,0.002893214,0.003156234,0.001052078,0.001183588,0.006180957,0.030378748,0.065097317,0.095476065
E09000002,Barking and Dagenham,190560,0.02047649,0.019820529,0.020109152,0.020151134,0.020077666,0.019873006,0.017773929,0.016110411,0.014688287,0.014053317,0.013822418,0.013874895,0.012982788,0.012767632,0.014441646,0.014074307,0.013229429,0.013691226,0.013974601,0.012248111,0.011985726,0.013035264,0.013780437,0.014016583,0.015485936,0.015097607,0.015218304,0.016619437,0.016315071,0.016729639,0.016514484,0.016797859,0.016315071,0.01627309,0.015585642,0.01586377,0.015575147,0.01593199,0.016015953,0.015102855,0.014331444,0.014982158,0.014856213,0.014315701,0.014016583,0.013664987,0.01374895,0.013518052,0.012904072,0.012688917,0.011996222,0.011481948,0.011088371,0.010700042,0.009687238,0.009335642,0.008763644,0.008154912,0.00811293,0.007813812,0.00734152,0.007388749,0.006774769,0.006811503,0.006601595,0.007215575,0.005767212,0.005468094,0.005058774,0.00502204,0.004607473,0.003998741,0.004471033,0.004434299,0.004717674,0.003951511,0.004035474,0.00404597,0.003610411,0.003563182,0.003605164,0.003526448,0.003594668,0.002880982,0.002949202,0.002555626,0.002371956,0.002030856,0.001962636,0.001579555,0.005394626,0.067217674,0.068303946,0.13552162
E09000003,Barnet,363956,0.015823341,0.015430437,0.014716065,0.014433063,0.014507248,0.014045654,0.013707701,0.01286694,0.012158063,0.012342151,0.011710207,0.011204651,0.011995956,0.011850334,0.011817363,0.011916276,0.01197947,0.011894295,0.01191078,0.008836233,0.009676994,0.011317302,0.013301058,0.01431217,0.016205256,0.016158547,0.016947103,0.017046017,0.017260328,0.018353867,0.017982943,0.017688951,0.017757641,0.016798734,0.016235479,0.01552935,0.015521107,0.015257339,0.01474354,0.014957852,0.014952357,0.015018299,0.014534724,0.014683094,0.014526481,0.014309422,0.01425447,0.013391729,0.013529108,0.01301531,0.01238886,0.012199277,0.011891547,0.011586565,0.011325545,0.010542483,0.010482036,0.009720955,0.009160448,0.00922639,0.009080768,0.009119234,0.009333546,0.009045049,0.009045049,0.00954511,0.008025695,0.00786084,0.007830617,0.006926661,0.006258998,0.005445713,0.005830375,0.005778171,0.005530888,0.005198431,0.005382519,0.004973129,0.00478904,0.004827507,0.004316456,0.004280737,0.004069173,0.003750453,0.003203684,0.003170713,0.002783303,0.002533273,0.002547011,0.00217334,0.00840761,0.056537054,0.06481278,0.121349833
E09000004,Bexley,234271,0.013680737,0.013300835,0.013185584,0.012809951,0.013894165,0.013147167,0.012673357,0.012417243,0.011956239,0.011717199,0.011917822,0.012319066,0.013006305,0.012822757,0.013164241,0.013036185,0.013834405,0.013992342,0.014163085,0.011371446,0.01162756,0.01358256,0.013497189,0.013753303,0.012809951,0.012660551,0.011704394,0.012284918,0.011610485,0.012259307,0.012272112,0.013002036,0.013377669,0.012903859,0.012344678,0.012050147,0.012144055,0.012400169,0.012523957,0.01319839,0.013616709,0.014069176,0.015072288,0.014961305,0.014782026,0.015926,0.01563147,0.015622932,0.015891852,0.014961305,0.014863129,0.014333827,0.013783183,0.013130093,0.01260506,0.011994656,0.011431206,0.010701282,0.010304306,0.010167712,0.010031118,0.010368334,0.009775004,0.010253083,0.010880561,0.012024536,0.009634142,0.00848163,0.008592613,0.008353573,0.007299239,0.006607732,0.007213868,0.007798661,0.007410221,0.007196793,0.006808354,0.006483944,0.006261979,0.006035745,0.005514981,0.005438146,0.00519057,0.004925919,0.00412343,0.004089281,0.003273986,0.002975187,0.002573942,0.002130012,0.007986477,0.066397463,0.065270563,0.131668025
E09000005,Brent,314660,0.016964342,0.014946291,0.014310685,0.014097756,0.013449437,0.01350982,0.012890104,0.011904913,0.012114663,0.011593466,0.011075447,0.011329689,0.011641136,0.010938791,0.011456811,0.011869955,0.011758724,0.011911269,0.011857243,0.011065912,0.011189856,0.012759804,0.014371067,0.016182546,0.0180989,0.019007818,0.02129918,0.022246234,0.021903006,0.02244645,0.021871226,0.021254688,0.020399797,0.019115871,0.017142312,0.016818153,0.016350982,0.015477023,0.01501303,0.015035276,0.014542681,0.013846692,0.014161317,0.013783131,0.013547957,0.013157058,0.013134812,0.013408123,0.013055361,0.012893282,0.012426111,0.012225895,0.012400686,0.01195894,0.011472701,0.010522469,0.010497044,0.009861438,0.008942986,0.008755482,0.00835505,0.00799911,0.008447213,0.007500159,0.007268162,0.007258628,0.006438696,0.006152673,0.005949279,0.005717282,0.005701392,0.004948198,0.005609229,0.00530096,0.004875103,0.004992691,0.004671709,0.004455603,0.003988432,0.003994788,0.003549863,0.003460878,0.003050912,0.002621878,0.002358101,0.002005339,0.001719316,0.001741562,0.001423759,0.001175872,0.004004322,0.058463103,0.072602174,0.131065277
E09000006,Bromley,314036,0.013664039,0.012944376,0.013294654,0.013084487,0.013205492,0.012880689,0.01250812,0.011804379,0.011874435,0.011476391,0.010880918,0.011489129,0.011495497,0.012065496,0.012049574,0.012463539,0.012157842,0.012275663,0.012221529,0.008514947,0.008390758,0.009276007,0.010578405,0.011673821,0.012001809,0.011527341,0.011501866,0.011708849,0.011374492,0.012075049,0.012097339,0.014259512,0.014253143,0.014090741,0.013772306,0.013482531,0.01382644,0.01419264,0.014288171,0.014648002,0.01504923,0.01563515,0.015867608,0.015912188,0.015861239,0.01619878,0.016135093,0.016173305,0.015994981,0.014979174,0.014635265,0.014297724,0.013762753,0.012912532,0.012817002,0.012081417,0.011368123,0.010995555,0.010785388,0.010400082,0.010126228,0.010581589,0.010508349,0.011368123,0.011778904,0.013485715,0.010008407,0.009438408,0.009190029,0.008922544,0.007798469,0.006945064,0.007228471,0.007400425,0.007397241,0.006871824,0.0066935,0.00627635,0.005996128,0.006082105,0.00623177,0.005773223,0.005664956,0.005047192,0.004448535,0.003904011,0.003655632,0.003139767,0.002939153,0.002439211,0.009425671,0.05763352,0.051920799,0.109554319
E09000007,Camden,224962,0.013917906,0.012731039,0.012104266,0.011246344,0.011450823,0.010739592,0.010143935,0.010117264,0.010246175,0.009441595,0.009388252,0.009450485,0.00900152,0.008276953,0.008388083,0.008325851,0.008054694,0.008081365,0.009374917,0.018136396,0.020652377,0.019509962,0.019487736,0.020572363,0.021443622,0.020599035,0.022448236,0.023657329,0.022826077,0.02367511,0.02435967,0.024039616,0.023448405,0.021208026,0.019145456,0.017900801,0.017558521,0.016833954,0.016509455,0.01628275,0.014989198,0.015091438,0.014393542,0.014131276,0.013540065,0.013122216,0.012735484,0.01240654,0.011944239,0.011353029,0.010766263,0.010566229,0.010206168,0.00990834,0.009490492,0.008681466,0.008997075,0.008348077,0.008268063,0.008139152,0.007872441,0.00762351,0.008068029,0.008290289,0.008254727,0.00830807,0.00717899,0.007307901,0.006903388,0.006005459,0.005436474,0.004956393,0.005049742,0.005334234,0.004836372,0.004502983,0.004369627,0.00408958,0.003836203,0.003569492,0.003516149,0.003467252,0.003236102,0.003040514,0.002542652,0.002093687,0.002138139,0.001938105,0.001698065,0.00136912,0.005312008,0.051973222,0.101666059,0.153639281
E09000008,Croydon,368886,0.015853136,0.015815184,0.015343494,0.015126624,0.015487169,0.014825719,0.013860651,0.013291369,0.012610942,0.01232359,0.011716357,0.011949491,0.012388651,0.012567568,0.01247811,0.013288658,0.013462154,0.013565166,0.013009439,0.010482913,0.010642854,0.01169467,0.012272084,0.013413358,0.014397402,0.014551921,0.015416687,0.014825719,0.014538367,0.015579339,0.016476635,0.016322116,0.015937173,0.01611609,0.015235059,0.01483114,0.014828429,0.014863671,0.013963664,0.013738662,0.014795899,0.014744393,0.014316076,0.01498837,0.014665778,0.014627825,0.016078138,0.015866691,0.015779943,0.015443796,0.014776923,0.013641071,0.013424202,0.012654316,0.011746176,0.01128804,0.011100991,0.010634722,0.010133212,0.009745558,0.009642545,0.008883503,0.008674767,0.008682899,0.009233205,0.00993803,0.007576867,0.00683409,0.006923548,0.006779872,0.005980167,0.005372934,0.005719924,0.00558167,0.005511188,0.005484079,0.005175041,0.005039497,0.004689796,0.00429672,0.004142201,0.003895512,0.003515991,0.003187977,0.002971108,0.002784058,0.002366585,0.002149716,0.001835255,0.001745797,0.005841913,0.063808331,0.062420368,0.126228699
E09000009,Ealing,340671,0.016634818,0.0158452,0.015202351,0.014342283,0.014767914,0.013943071,0.013150518,0.012610407,0.011527251,0.011345257,0.010951915,0.0112161,0.011221971,0.011233712,0.011145651,0.011163263,0.01201746,0.010922562,0.011227842,0.009384421,0.009463676,0.011794371,0.013326641,0.015172997,0.017218959,0.018193506,0.019391143,0.019499752,0.019159247,0.020201309,0.020415592,0.020624004,0.020321659,0.019881352,0.01822286,0.017744393,0.017348116,0.016940098,0.016256153,0.015830523,0.01557808,0.015211157,0.015231704,0.014594726,0.014483182,0.014169096,0.013966554,0.014057551,0.013458733,0.012701404,0.012578118,0.011917657,0.011544863,0.011092814,0.010793405,0.010267971,0.010206328,0.00999498,0.009751344,0.009490095,0.009052722,0.00842455,0.008154495,0.008286587,0.008204397,0.008001855,0.006683868,0.006105597,0.006164305,0.005938281,0.005442201,0.004975475,0.005195629,0.00536001,0.005260207,0.004775869,0.004752386,0.00444417,0.004156503,0.00371326,0.003645746,0.003308177,0.003014639,0.002630104,0.00244811,0.002007802,0.002048898,0.001819938,0.00157043,0.001391372,0.005072343,0.054715547,0.066976643,0.12169219
E09000010,Enfield,317287,0.015739693,0.015916189,0.015796424,0.015509617,0.015856307,0.015172383,0.014778418,0.013899088,0.013306565,0.012597428,0.012269649,0.012723496,0.01271089,0.012997696,0.012991393,0.013344385,0.013451544,0.013457847,0.013312868,0.011112967,0.011387167,0.012351593,0.013713137,0.014504219,0.015238569,0.015698721,0.015673507,0.015764907,0.015411914,0.015947707,0.016486651,0.016073775,0.015619928,0.015790121,0.014995887,0.014387605,0.014100798,0.013716288,0.014148074,0.014132316,0.014233171,0.014567253,0.014857211,0.014756356,0.015052618,0.015150321,0.015323666,0.014954915,0.014595618,0.01441597,0.012884234,0.013256137,0.01261949,0.012061635,0.011541601,0.010778885,0.010394375,0.009593838,0.009574927,0.008856335,0.008812211,0.008295329,0.008295329,0.008304784,0.008311087,0.008746025,0.007882453,0.006968454,0.00730884,0.006763593,0.006092276,0.005512359,0.005868504,0.005836987,0.005606911,0.005354773,0.005071119,0.004954505,0.004755947,0.004412409,0.00417603,0.004100389,0.003615024,0.003154872,0.002937404,0.002584411,0.002505618,0.002221963,0.001906791,0.001664109,0.006423207,0.064679612,0.067194685,0.131874297
E09000011,Greenwich,260068,0.017745359,0.017034006,0.015941984,0.016099635,0.015934294,0.014692311,0.014650015,0.013573373,0.012154513,0.011443161,0.011185536,0.011247058,0.011320116,0.011381639,0.011347032,0.011581586,0.011869972,0.011189381,0.012012243,0.014127074,0.014027101,0.014119384,0.015603611,0.016541828,0.017249335,0.016680253,0.018099113,0.017310857,0.018049126,0.018387499,0.017891475,0.019737146,0.020998354,0.0199717,0.019098851,0.018041435,0.017068613,0.017049387,0.016118861,0.016338035,0.015495947,0.015126813,0.015142194,0.014457757,0.014269345,0.014277035,0.014084778,0.013607979,0.013111955,0.012512112,0.012408293,0.012223726,0.01153929,0.011004814,0.010178107,0.009309104,0.009505206,0.008847686,0.008467016,0.007940231,0.007724903,0.007309627,0.00738653,0.007282711,0.00792485,0.008624667,0.006563668,0.006121476,0.005860006,0.005290924,0.004814126,0.004679545,0.004814126,0.004610333,0.00442192,0.004195057,0.004325792,0.003941277,0.003699033,0.003314518,0.003160712,0.003206854,0.002883861,0.002553178,0.002445514,0.002137902,0.002103296,0.00180722,0.001645723,0.001380408,0.005348601,0.060780257,0.077541258,0.138321516
E09000012,Hackney,252119,0.017456043,0.016107473,0.015568045,0.014473324,0.014199644,0.013858535,0.013858535,0.012704318,0.011839647,0.011788084,0.011189161,0.011034472,0.011042405,0.01078459,0.011062236,0.010903581,0.010756825,0.010629901,0.010209465,0.010308624,0.010840119,0.012553596,0.015449054,0.017602799,0.02155728,0.024885074,0.027030886,0.028684867,0.028791959,0.028490514,0.028871287,0.027705171,0.026777038,0.024662957,0.021906322,0.019693081,0.018328646,0.017586933,0.016044011,0.015960717,0.015611675,0.013981493,0.014080652,0.013275477,0.013172351,0.01323978,0.012847108,0.012660688,0.011673059,0.011435076,0.010848052,0.010177734,0.009777129,0.009233735,0.008305602,0.008008123,0.008008123,0.007555956,0.006683352,0.006703184,0.006084428,0.005985269,0.005763152,0.005576732,0.005322883,0.005429976,0.004343187,0.004366985,0.004117103,0.004017944,0.003617339,0.003426953,0.003442819,0.003442819,0.003054113,0.00318897,0.00295892,0.003038248,0.002594013,0.002320333,0.00212598,0.002098216,0.001951459,0.001804703,0.001427897,0.001324771,0.00116215,0.001185948,0.000991595,0.000757579,0.002601946,0.052808396,0.078002848,0.130811244
E09000013,Hammersmith and Fulham,179850,0.014684459,0.014373089,0.012866277,0.012532666,0.011453989,0.011965527,0.010948012,0.009913817,0.009213233,0.008968585,0.008273561,0.008723937,0.008401446,0.008512649,0.007595218,0.007989992,0.008429247,0.007917709,0.007912149,0.008184598,0.010864609,0.014061718,0.015768696,0.01971087,0.023558521,0.0264665,0.027306088,0.028612733,0.028395885,0.027828746,0.026516542,0.025843759,0.025159855,0.023263831,0.021106478,0.019438421,0.019471782,0.018665555,0.018637754,0.017175424,0.016858493,0.01557409,0.014906867,0.014345288,0.014289686,0.014167362,0.013477898,0.013094245,0.013049764,0.011859883,0.011559633,0.010664443,0.010341952,0.009274395,0.009552405,0.008596052,0.008184598,0.008017793,0.00794551,0.007467334,0.007067,0.007228246,0.006855713,0.007083681,0.007372811,0.007495135,0.006288574,0.005610231,0.005721435,0.005126494,0.004559355,0.004748401,0.004898527,0.004581596,0.004147901,0.003853211,0.003664165,0.003430637,0.003152627,0.003008062,0.00293022,0.002746733,0.002607729,0.002568807,0.002135113,0.001695858,0.001807061,0.001428969,0.001206561,0.001067556,0.003969975,0.040433695,0.083964415,0.12439811
E09000014,Haringey,258912,0.015905018,0.013997034,0.013892751,0.013433136,0.013595353,0.01280744,0.013158911,0.012255129,0.012274441,0.011810963,0.011370659,0.011559912,0.011525151,0.011413144,0.011753028,0.0118071,0.011401557,0.010833797,0.010856971,0.010007261,0.011223891,0.011992492,0.013792331,0.015715764,0.018682023,0.018952385,0.020856507,0.022393709,0.023054165,0.022810839,0.022861049,0.022880361,0.022949883,0.022358948,0.021223427,0.02032737,0.018334415,0.017411321,0.017187307,0.016971017,0.016410981,0.016754727,0.015020548,0.015503337,0.014889229,0.015035997,0.014792671,0.014703838,0.013363614,0.013008281,0.012521629,0.01102305,0.01144018,0.01008837,0.009659653,0.009559232,0.008875603,0.008740421,0.007979545,0.007863676,0.007481306,0.006979205,0.007496756,0.007033278,0.006786089,0.006789952,0.005723953,0.005577185,0.005287511,0.004712026,0.004445526,0.004179026,0.004630917,0.004484149,0.004360555,0.004186751,0.003993635,0.003456773,0.003236621,0.003016469,0.003120751,0.002622513,0.002487332,0.002120412,0.001514028,0.001541064,0.001344086,0.00126684,0.001065999,0.000841985,0.003344766,0.054906686,0.071406501,0.126313187
