LA Name,age,WHITE,MIXED,ASIAN/ASIAN BRITISH,CHINESE,BLACK/BLACK BRITISH,OTHER
        E41000293 Barking and Dagenham,     95 - 99,180,0,3,1,2,0
        E41000293 Barking and Dagenham,     100 and over,27,0,1,0,1,0
        E41000294 Barnet,        E41000294 Barnet,0,0,0,0,0,0
        E41000294 Barnet,     Total: Age,"228,553","17,169","57,659","8,259","27,431","17,315"
        E41000294 Barnet,0,"3,191",663,779,62,458,286
        E41000294 Barnet,1,"3,133",597,736,73,509,276
        E41000294 Barnet,2,"2,953",612,737,78,530,282
        E41000294 Barnet,3,"3,055",574,773,59,511,314
        E41000294 Barnet,4,"2,857",580,689,71,539,262
        E41000294 Barnet,5,"2,699",539,699,63,540,310
        E41000294 Barnet,6,"2,566",462,718,60,506,277
        E41000294 Barnet,7,"2,453",461,646,64,504,237
        E41000294 Barnet,8,"2,482",405,667,61,502,245
        E41000294 Barnet,9,"2,401",375,594,56,495,265
        E41000294 Barnet,10,"2,353",420,601,84,439,266
        E41000294 Barnet,11,"2,480",414,623,75,489,247
        E41000294 Barnet,12,"2,434",372,615,60,484,292
        E41000294 Barnet,13,"2,428",373,665,86,527,240
        E41000294 Barnet,14,"2,444",422,612,67,443,238
        E41000294 Barnet,15,"2,395",358,705,102,520,270
        E41000294 Barnet,16,"2,420",430,689,88,525,228
        E41000294 Barnet,17,"2,515",362,693,112,538,239
        E41000294 Barnet,18,"2,083",338,650,108,433,199
        E41000294 Barnet,19,"2,006",263,598,77,386,250
        E41000294 Barnet,20,"2,083",246,634,139,448,246
        E41000294 Barnet,21,"2,417",263,699,188,416,202
        E41000294 Barnet,22,"2,821",273,782,289,424,215
        E41000294 Barnet,23,"3,410",354,931,195,446,266
        E41000294 Barnet,24,"3,420",310,978,164,416,238
        E41000294 Barnet,25,"3,775",277,"1,072",179,470,277
        E41000294 Barnet,26,"3,786",338,"1,062",150,461,326
        E41000294 Barnet,27,"3,907",273,"1,039",164,463,302
        E41000294 Barnet,28,"4,091",261,"1,103",187,472,349
        E41000294 Barnet,29,"4,033",287,"1,186",212,491,432
        E41000294 Barnet,30,"4,041",243,"1,164",145,483,325
        E41000294 Barnet,31,"3,889",228,"1,208",177,426,366
        E41000294 Barnet,32,"3,810",215,"1,107",165,442,376
        E41000294 Barnet,33,"3,554",205,"1,087",162,383,305
        E41000294 Barnet,34,"3,503",186,"1,062",164,398,352
        E41000294 Barnet,35,"3,399",201,"1,059",157,445,285
        E41000294 Barnet,36,"3,378",205,"1,047",135,440,286
        E41000294 Barnet,37,"3,293",147,"1,049",111,452,331
        E41000294 Barnet,38,"3,286",168,"1,093",120,405,296
        E41000294 Barnet,39,"3,274",183,"1,036",118,388,317
        E41000294 Barnet,40,"3,288",202,959,117,506,349
        E41000294 Barnet,41,"3,313",195,958,108,510,313
        E41000294 Barnet,42,"3,229",158,938,126,507,328
        E41000294 Barnet,43,"3,173",212,926,130,537,302
        E41000294 Barnet,44,"3,196",209,847,140,514,299
        E41000294 Barnet,45,"3,134",172,830,146,472,287
        E41000294 Barnet,46,"3,044",182,802,124,456,223
        E41000294 Barnet,47,"3,129",146,822,162,459,250
        E41000294 Barnet,48,"2,998",122,738,132,390,239
        E41000294 Barnet,49,"3,013",112,746,105,321,223
        E41000294 Barnet,50,"2,947",105,748,144,361,221
        E41000294 Barnet,51,"2,704",106,783,132,299,191
        E41000294 Barnet,52,"2,824",88,755,131,290,180
        E41000294 Barnet,53,"2,685",88,768,125,248,168
        E41000294 Barnet,54,"2,524",84,695,111,208,135
        E41000294 Barnet,55,"2,531",78,691,130,203,181
        E41000294 Barnet,56,"2,395",80,669,109,184,127
        E41000294 Barnet,57,"2,355",53,570,126,146,132
        E41000294 Barnet,58,"2,357",52,640,99,154,106
        E41000294 Barnet,59,"2,367",50,599,111,110,144
        E41000294 Barnet,60,"2,394",47,565,100,111,115
        E41000294 Barnet,61,"2,459",50,529,98,132,121
        E41000294 Barnet,62,"2,559",43,504,78,118,99
        E41000294 Barnet,63,"2,596",57,444,77,79,95
        E41000294 Barnet,64,"2,733",30,450,43,78,108
        E41000294 Barnet,65,"2,232",37,447,55,77,94
        E41000294 Barnet,66,"2,244",41,386,43,103,95
        E41000294 Barnet,67,"2,099",38,421,32,92,103
        E41000294 Barnet,68,"1,945",39,379,34,80,66
        E41000294 Barnet,69,"1,574",40,347,29,84,70
        E41000294 Barnet,70,"1,453",28,392,22,94,59
        E41000294 Barnet,71,"1,583",25,364,31,105,50
        E41000294 Barnet,72,"1,623",19,342,21,89,50
        E41000294 Barnet,73,"1,548",29,296,26,73,44
        E41000294 Barnet,74,"1,538",19,309,41,94,30
        E41000294 Barnet,75,"1,542",15,273,22,63,41
        E41000294 Barnet,76,"1,489",31,247,19,63,45
        E41000294 Barnet,77,"1,371",33,250,24,65,35
        E41000294 Barnet,78,"1,412",31,210,18,56,31
        E41000294 Barnet,79,"1,380",18,169,12,41,28
        E41000294 Barnet,80,"1,375",15,174,11,43,25
        E41000294 Barnet,81,"1,300",21,136,10,32,27
        E41000294 Barnet,82,"1,208",17,110,19,42,19
        E41000294 Barnet,83,"1,051",10,96,14,27,18
        E41000294 Barnet,84,"1,083",10,69,9,9,20
        E41000294 Barnet,     85 - 89,"4,327",36,269,25,43,85
        E41000294 Barnet,     90 - 94,"1,923",8,90,7,13,28
        E41000294 Barnet,     95 - 99,665,5,17,4,3,0
        E41000294 Barnet,     100 and over,123,0,3,0,0,1
        E41000295 Bexley,        E41000295 Bexley,0,0,0,0,0,0
        E41000295 Bexley,     Total: Age,"189,962","5,395","12,729","2,514","19,624","1,773"
        E41000295 Bexley,0,"2,122",218,151,28,424,32
        E41000295 Bexley,1,"2,227",213,146,19,425,18
        E41000295 Bexley,2,"2,155",197,168,23,451,26
        E41000295 Bexley,3,"2,190",202,183,34,476,20
        E41000295 Bexley,4,"2,190",183,151,23,461,26
        E41000295 Bexley,5,"2,058",169,179,30,463,27
        E41000295 Bexley,6,"2,035",123,179,25,408,23
        E41000295 Bexley,7,"2,074",150,168,22,377,25
        E41000295 Bexley,8,"1,973",127,147,24,382,15
        E41000295 Bexley,9,"2,054",161,150,43,381,23
        E41000295 Bexley,10,"2,193",133,140,32,378,21
        E41000295 Bexley,11,"2,296",132,153,35,349,20
        E41000295 Bexley,12,"2,303",138,158,27,392,26
        E41000295 Bexley,13,"2,353",142,122,28,357,18
        E41000295 Bexley,14,"2,395",113,156,36,344,28
        E41000295 Bexley,15,"2,578",159,156,46,377,35
        E41000295 Bexley,16,"2,475",126,202,41,347,22
        E41000295 Bexley,17,"2,606",118,190,61,365,21
        E41000295 Bexley,18,"2,471",114,167,38,269,16
        E41000295 Bexley,19,"2,319",105,184,22,177,21
        E41000295 Bexley,20,"2,508",88,167,43,233,22
        E41000295 Bexley,21,"2,390",101,174,42,249,27
        E41000295 Bexley,22,"2,439",88,229,46,210,27
        E41000295 Bexley,23,"2,343",73,213,36,224,19
        E41000295 Bexley,24,"2,217",72,247,31,244,30
        E41000295 Bexley,25,"2,240",90,208,44,232,40
        E41000295 Bexley,26,"2,160",74,229,33,218,26
        E41000295 Bexley,27,"2,197",67,244,38,209,31
        E41000295 Bexley,28,"2,145",99,260,45,237,39
        E41000295 Bexley,29,"2,215",77,240,46,236,22
        E41000295 Bexley,30,"2,202",58,289,67,315,39
        E41000295 Bexley,31,"2,286",56,277,45,320,42
        E41000295 Bexley,32,"2,189",51,235,62,356,34
        E41000295 Bexley,33,"2,053",42,250,43,314,35
        E41000295 Bexley,34,"2,055",60,245,42,371,40
        E41000295 Bexley,35,"2,104",50,211,36,340,27
        E41000295 Bexley,36,"2,193",47,215,59,359,29
        E41000295 Bexley,37,"2,241",39,199,52,385,31
        E41000295 Bexley,38,"2,368",62,182,48,414,40
        E41000295 Bexley,39,"2,577",49,214,44,360,17
        E41000295 Bexley,40,"2,639",56,167,40,440,29
        E41000295 Bexley,41,"2,749",48,184,39,409,37
        E41000295 Bexley,42,"2,819",59,200,42,431,27
        E41000295 Bexley,43,"2,829",53,167,33,381,22
        E41000295 Bexley,44,"3,075",51,187,35,410,23
        E41000295 Bexley,45,"3,023",53,166,26,408,24
        E41000295 Bexley,46,"3,011",40,162,39,388,30
        E41000295 Bexley,47,"3,082",42,162,31,359,30
        E41000295 Bexley,48,"2,896",57,186,37,333,31
        E41000295 Bexley,49,"2,858",29,163,41,256,31
        E41000295 Bexley,50,"2,887",32,170,31,297,25
        E41000295 Bexley,51,"2,643",36,168,36,231,18
        E41000295 Bexley,52,"2,631",20,162,41,206,26
        E41000295 Bexley,53,"2,551",28,179,50,173,24
        E41000295 Bexley,54,"2,401",29,177,37,164,22
        E41000295 Bexley,55,"2,242",25,168,30,144,25
        E41000295 Bexley,56,"2,209",25,139,29,131,20
        E41000295 Bexley,57,"2,137",20,131,27,88,16
        E41000295 Bexley,58,"2,121",19,138,25,89,12
        E41000295 Bexley,59,"2,156",22,117,30,85,19
        E41000295 Bexley,60,"2,140",14,120,23,68,16
        E41000295 Bexley,61,"2,199",16,102,18,45,18
        E41000295 Bexley,62,"2,249",19,109,24,56,18
        E41000295 Bexley,63,"2,574",8,102,16,53,14
        E41000295 Bexley,64,"2,618",7,78,19,42,10
        E41000295 Bexley,65,"1,998",10,75,8,40,10
        E41000295 Bexley,66,"2,022",14,82,14,37,5
        E41000295 Bexley,67,"1,819",7,75,18,32,8
        E41000295 Bexley,68,"1,891",7,69,12,41,4
        E41000295 Bexley,69,"1,488",12,77,10,26,5
        E41000295 Bexley,70,"1,472",11,70,20,54,10
        E41000295 Bexley,71,"1,694",13,71,8,36,9
        E41000295 Bexley,72,"1,648",15,77,13,38,18
        E41000295 Bexley,73,"1,640",18,57,4,32,9
        E41000295 Bexley,74,"1,646",12,54,4,20,6
        E41000295 Bexley,75,"1,547",10,56,11,29,7
        E41000295 Bexley,76,"1,448",12,57,11,28,5
        E41000295 Bexley,77,"1,407",14,47,5,11,2
        E41000295 Bexley,78,"1,386",4,51,4,11,2
        E41000295 Bexley,79,"1,251",6,38,6,14,1
        E41000295 Bexley,80,"1,325",6,28,5,12,5
        E41000295 Bexley,81,"1,229",10,26,4,13,4
        E41000295 Bexley,82,"1,132",6,33,5,5,1
        E41000295 Bexley,83,"1,025",5,22,3,7,6
        E41000295 Bexley,84,987,6,9,2,6,0
        E41000295 Bexley,     85 - 89,"3,311",14,57,5,9,7
        E41000295 Bexley,     90 - 94,"1,322",9,16,4,7,1
        E41000295 Bexley,     95 - 99,308,0,0,0,0,1
        E41000295 Bexley,     100 and over,38,0,0,0,0,0
        E41000296 Brent,        E41000296 Brent,0,0,0,0,0,0
        E41000296 Brent,     Total: Age,"112,880","15,775","102,736","3,250","58,632","17,942"
        E41000296 Brent,0,"1,527",534,"1,357",27,987,351
        E41000296 Brent,1,"1,376",464,"1,369",23,"1,018",375
        E41000296 Brent,2,"1,342",408,"1,327",18,972,360
        E41000296 Brent,3,"1,202",437,"1,312",14,"1,033",355
        E41000296 Brent,4,"1,139",402,"1,292",17,"1,044",364
        E41000296 Brent,5,950,348,"1,231",14,"1,023",341
        E41000296 Brent,6,972,355,"1,172",14,981,351
        E41000296 Brent,7,940,347,"1,128",16,"1,039",299
        E41000296 Brent,8,919,292,"1,062",10,929,317
        E41000296 Brent,9,872,333,"1,096",15,"1,003",279
        E41000296 Brent,10,846,317,"1,091",24,"1,011",317
        E41000296 Brent,11,861,310,"1,107",15,"1,032",304
        E41000296 Brent,12,736,308,"1,088",15,985,282
        E41000296 Brent,13,821,340,"1,153",13,999,308
        E41000296 Brent,14,796,314,"1,170",17,"1,056",306
        E41000296 Brent,15,819,289,"1,217",25,"1,060",311
        E41000296 Brent,16,806,329,"1,205",15,"1,040",327
        E41000296 Brent,17,831,294,"1,340",29,"1,054",337
        E41000296 Brent,18,868,297,"1,289",29,911,292
        E41000296 Brent,19,960,251,"1,268",42,803,251
        E41000296 Brent,20,"1,172",256,"1,267",58,792,289
        E41000296 Brent,21,"1,289",278,"1,472",58,813,278
        E41000296 Brent,22,"1,658",307,"1,760",95,797,256
        E41000296 Brent,23,"2,087",291,"2,011",87,825,281
        E41000296 Brent,24,"2,177",309,"2,109",62,779,285
        E41000296 Brent,25,"2,638",355,"2,507",101,867,363
        E41000296 Brent,26,"2,731",346,"2,510",95,835,355
        E41000296 Brent,27,"2,910",326,"2,551",84,835,281
        E41000296 Brent,28,"2,992",295,"2,456",106,832,342
        E41000296 Brent,29,"2,993",339,"2,399",95,773,386
        E41000296 Brent,30,"2,918",299,"2,396",77,776,354
        E41000296 Brent,31,"2,760",305,"2,287",67,745,331
        E41000296 Brent,32,"2,444",265,"2,125",84,694,313
        E41000296 Brent,33,"2,385",269,"1,896",81,708,273
        E41000296 Brent,34,"2,225",206,"1,766",67,760,314
        E41000296 Brent,35,"2,190",205,"1,743",48,748,306
        E41000296 Brent,36,"2,006",184,"1,629",73,720,307
        E41000296 Brent,37,"1,937",182,"1,542",65,756,307
        E41000296 Brent,38,"1,867",221,"1,592",44,817,292
        E41000296 Brent,39,"1,768",205,"1,449",29,758,334
        E41000296 Brent,40,"1,670",151,"1,339",36,956,290
        E41000296 Brent,41,"1,640",183,"1,402",32,985,297
        E41000296 Brent,42,"1,571",172,"1,360",53,928,261
        E41000296 Brent,43,"1,591",161,"1,338",45,970,246
        E41000296 Brent,44,"1,527",118,"1,213",53,916,270
        E41000296 Brent,45,"1,485",199,"1,243",35,"1,051",273
        E41000296 Brent,46,"1,516",162,"1,254",34,"1,027",255
        E41000296 Brent,47,"1,410",116,"1,210",50,"1,101",241
        E41000296 Brent,48,"1,374",148,"1,249",41,988,223
        E41000296 Brent,49,"1,243",140,"1,379",31,839,229
        E41000296 Brent,50,"1,331",148,"1,374",46,869,197
        E41000296 Brent,51,"1,299",99,"1,390",34,848,175
        E41000296 Brent,52,"1,280",98,"1,424",57,763,175
        E41000296 Brent,53,"1,134",111,"1,360",56,663,183
        E41000296 Brent,54,"1,155",93,"1,323",36,577,175
        E41000296 Brent,55,"1,148",100,"1,309",52,541,140
        E41000296 Brent,56,"1,114",70,"1,203",31,435,141
        E41000296 Brent,57,"1,061",36,"1,114",58,410,124
        E41000296 Brent,58,"1,030",47,"1,122",35,386,121
        E41000296 Brent,59,"1,049",78,998,41,340,109
        E41000296 Brent,60,"1,042",57,986,51,376,116
        E41000296 Brent,61,"1,146",48,946,43,326,116
        E41000296 Brent,62,"1,099",53,833,47,267,75
        E41000296 Brent,63,"1,111",37,812,36,275,92
        E41000296 Brent,64,"1,176",50,689,27,261,75
        E41000296 Brent,65,"1,017",52,596,33,281,58
        E41000296 Brent,66,985,28,614,18,267,59
        E41000296 Brent,67,889,35,611,14,284,52
        E41000296 Brent,68,848,54,599,33,330,43
        E41000296 Brent,69,788,38,542,21,346,45
        E41000296 Brent,70,700,42,507,22,341,34
        E41000296 Brent,71,766,38,571,19,352,42
        E41000296 Brent,72,724,32,541,21,364,28
        E41000296 Brent,73,689,31,465,20,344,31
        E41000296 Brent,74,701,32,486,18,367,36
        E41000296 Brent,75,646,28,436,10,322,22
        E41000296 Brent,76,665,35,402,9,332,17
        E41000296 Brent,77,598,32,395,10,268,25
        E41000296 Brent,78,583,36,344,14,264,21
        E41000296 Brent,79,542,33,336,8,236,15
        E41000296 Brent,80,559,24,291,9,202,25
        E41000296 Brent,81,524,20,264,9,186,18
        E41000296 Brent,82,460,16,195,7,162,17
        E41000296 Brent,83,433,7,162,2,144,12
        E41000296 Brent,84,429,19,133,5,111,8
        E41000296 Brent,     85 - 89,"1,531",44,459,17,314,43
        E41000296 Brent,     90 - 94,623,8,153,3,85,14
        E41000296 Brent,     95 - 99,219,4,19,0,17,3
        E41000296 Brent,     100 and over,29,0,4,0,5,1
        E41000297 Bromley,        E41000297 Bromley,0,0,0,0,0,0
        E41000297 Bromley,     Total: Age,"260,870","10,897","13,299","2,768","18,686","2,872"
        E41000297 Bromley,0,"2,962",414,171,30,347,39
        E41000297 Bromley,1,"3,048",420,181,44,385,41
        E41000297 Bromley,2,"2,972",422,167,21,386,43
        E41000297 Bromley,3,"2,976",359,208,37,371,37
        E41000297 Bromley,4,"2,920",396,214,24,421,39
        E41000297 Bromley,5,"2,892",323,153,35,376,35
        E41000297 Bromley,6,"2,780",320,179,23,364,45
        E41000297 Bromley,7,"2,758",294,167,29,355,33
        E41000297 Bromley,8,"2,629",291,162,32,376,27
        E41000297 Bromley,9,"2,612",231,154,27,326,33
        E41000297 Bromley,10,"2,778",289,180,35,323,34
        E41000297 Bromley,11,"2,802",236,165,37,302,21
        E41000297 Bromley,12,"2,844",328,207,23,358,19
        E41000297 Bromley,13,"2,920",264,169,32,360,33
        E41000297 Bromley,14,"3,022",253,181,40,327,30
        E41000297 Bromley,15,"3,059",243,167,23,293,33
        E41000297 Bromley,16,"3,088",263,149,44,310,34
        E41000297 Bromley,17,"3,224",257,150,43,316,34
        E41000297 Bromley,18,"2,768",235,127,30,259,40
        E41000297 Bromley,19,"2,247",143,93,11,200,29
        E41000297 Bromley,20,"2,249",174,108,20,206,36
        E41000297 Bromley,21,"2,395",163,139,21,195,36
        E41000297 Bromley,22,"2,759",184,122,24,224,41
        E41000297 Bromley,23,"2,966",160,155,32,221,37
        E41000297 Bromley,24,"2,799",184,176,27,235,31
        E41000297 Bromley,25,"2,831",178,205,25,227,37
        E41000297 Bromley,26,"2,760",141,193,31,237,37
        E41000297 Bromley,27,"2,860",136,199,39,246,46
        E41000297 Bromley,28,"2,929",145,189,46,287,58
        E41000297 Bromley,29,"3,039",153,247,43,277,46
        E41000297 Bromley,30,"3,352",165,203,75,333,66
        E41000297 Bromley,31,"3,443",169,263,81,336,71
        E41000297 Bromley,32,"3,301",160,282,66,335,55
        E41000297 Bromley,33,"3,251",139,313,65,306,51
        E41000297 Bromley,34,"3,343",123,278,55,322,62
        E41000297 Bromley,35,"3,323",134,296,58,288,63
        E41000297 Bromley,36,"3,615",104,295,53,297,60
        E41000297 Bromley,37,"3,590",98,293,46,286,64
        E41000297 Bromley,38,"3,704",124,317,66,357,50
        E41000297 Bromley,39,"3,797",120,288,54,312,62
        E41000297 Bromley,40,"4,048",128,292,63,381,68
        E41000297 Bromley,41,"3,986",123,260,46,410,58
        E41000297 Bromley,42,"4,003",113,257,68,423,50
        E41000297 Bromley,43,"4,220",105,244,38,410,48
        E41000297 Bromley,44,"4,173",111,206,51,426,45
        E41000297 Bromley,45,"4,216",98,234,48,406,51
        E41000297 Bromley,46,"4,174",122,208,43,424,41
        E41000297 Bromley,47,"4,305",106,190,44,401,42
        E41000297 Bromley,48,"3,909",97,174,56,344,52
        E41000297 Bromley,49,"3,903",74,157,43,302,48
        E41000297 Bromley,50,"3,963",64,183,52,280,54
        E41000297 Bromley,51,"3,658",61,155,44,225,52
        E41000297 Bromley,52,"3,657",60,149,37,176,42
        E41000297 Bromley,53,"3,479",54,154,36,202,35
        E41000297 Bromley,54,"3,381",40,120,41,183,47
        E41000297 Bromley,55,"3,225",36,144,33,141,36
        E41000297 Bromley,56,"3,125",30,136,38,106,19
        E41000297 Bromley,57,"3,085",32,122,36,99,20
        E41000297 Bromley,58,"3,038",37,126,22,81,24
        E41000297 Bromley,59,"2,971",30,120,36,78,23
        E41000297 Bromley,60,"3,097",23,133,27,63,24
        E41000297 Bromley,61,"3,194",30,128,21,75,21
        E41000297 Bromley,62,"3,372",27,110,25,50,22
        E41000297 Bromley,63,"3,767",27,85,21,46,18
        E41000297 Bromley,64,"3,891",24,91,21,40,19
        E41000297 Bromley,65,"2,865",22,100,23,45,20
        E41000297 Bromley,66,"2,895",20,95,18,41,18
        E41000297 Bromley,67,"2,714",17,80,17,35,16
        E41000297 Bromley,68,"2,607",23,85,19,42,18
        E41000297 Bromley,69,"2,205",16,67,9,30,15
        E41000297 Bromley,70,"2,085",20,91,15,37,10
        E41000297 Bromley,71,"2,241",9,77,14,36,9
        E41000297 Bromley,72,"2,216",8,85,12,49,10
        E41000297 Bromley,73,"2,208",15,69,12,37,12
        E41000297 Bromley,74,"2,082",14,62,13,31,14
        E41000297 Bromley,75,"2,002",16,49,8,34,10
        E41000297 Bromley,76,"1,908",16,57,12,30,8
        E41000297 Bromley,77,"1,885",11,43,11,14,10
        E41000297 Bromley,78,"1,933",12,41,11,21,12
        E41000297 Bromley,79,"1,980",11,40,8,26,5
        E41000297 Bromley,80,"1,794",7,23,9,22,6
        E41000297 Bromley,81,"1,813",8,27,1,15,4
        E41000297 Bromley,82,"1,618",12,20,3,26,4
        E41000297 Bromley,83,"1,441",9,21,2,12,4
        E41000297 Bromley,84,"1,287",10,11,2,14,3
        E41000297 Bromley,     85 - 89,"4,959",26,56,9,24,12
        E41000297 Bromley,     90 - 94,"2,082",6,15,3,9,5
        E41000297 Bromley,     95 - 99,537,1,1,0,2,0
        E41000297 Bromley,     100 and over,66,1,1,0,0,0
        E41000299 Croydon,        E41000299 Croydon,0,0,0,0,0,0
        E41000299 Croydon,     Total: Age,"200,195","23,895","55,702","3,925","73,256","6,405"
        E41000299 Croydon,0,"2,399",952,862,30,"1,373",114
        E41000299 Croydon,1,"2,234",982,862,39,"1,454",91
        E41000299 Croydon,2,"2,161",936,876,49,"1,436",77
        E41000299 Croydon,3,"2,217",872,850,32,"1,557",91
        E41000299 Croydon,4,"2,042",874,861,36,"1,501",112
        E41000299 Croydon,5,"1,976",719,780,24,"1,343",95
        E41000299 Croydon,6,"1,905",669,790,28,"1,382",69
        E41000299 Croydon,7,"1,823",586,758,33,"1,310",98
        E41000299 Croydon,8,"1,759",580,707,40,"1,226",82
        E41000299 Croydon,9,"1,807",580,677,25,"1,134",91
        E41000299 Croydon,10,"2,004",544,637,21,"1,132",74
        E41000299 Croydon,11,"2,059",523,743,26,"1,246",61
        E41000299 Croydon,12,"2,073",518,653,19,"1,250",62
        E41000299 Croydon,13,"2,072",593,630,22,"1,213",62
        E41000299 Croydon,14,"2,270",569,656,25,"1,269",104
        E41000299 Croydon,15,"2,234",547,731,31,"1,282",87
        E41000299 Croydon,16,"2,218",574,758,29,"1,241",97
        E41000299 Croydon,17,"2,359",549,803,51,"1,141",114
        E41000299 Croydon,18,"2,138",506,740,88,"1,079",97
        E41000299 Croydon,19,"1,908",418,637,48,978,83
        E41000299 Croydon,20,"1,928",413,727,59,943,107
        E41000299 Croydon,21,"2,023",413,691,46,934,139
        E41000299 Croydon,22,"2,294",473,763,54,"1,016",125
        E41000299 Croydon,23,"2,586",405,910,55,"1,003",108
        E41000299 Croydon,24,"2,760",458,920,71,"1,072",95
        E41000299 Croydon,25,"2,747",419,"1,077",100,"1,016",95
        E41000299 Croydon,26,"2,646",363,"1,016",85,991,152
        E41000299 Croydon,27,"2,733",327,"1,087",86,983,100
        E41000299 Croydon,28,"2,933",412,"1,095",77,"1,027",150
        E41000299 Croydon,29,"3,065",299,"1,265",98,"1,074",174
        E41000299 Croydon,30,"3,067",306,"1,245",94,"1,102",149
        E41000299 Croydon,31,"3,012",288,"1,223",122,"1,093",121
        E41000299 Croydon,32,"3,026",276,"1,224",101,"1,167",113
        E41000299 Croydon,33,"2,754",247,"1,150",84,"1,065",127
        E41000299 Croydon,34,"2,791",267,"1,138",73,"1,096",121
        E41000299 Croydon,35,"2,776",239,"1,142",78,"1,181",117
        E41000299 Croydon,36,"2,677",220,"1,088",81,"1,140",152
        E41000299 Croydon,37,"2,692",222,963,83,974,136
        E41000299 Croydon,38,"2,713",228,962,91,"1,187",75
        E41000299 Croydon,39,"2,950",250,944,74,"1,151",107
        E41000299 Croydon,40,"2,871",235,877,73,"1,259",84
        E41000299 Croydon,41,"2,760",214,855,56,"1,301",130
        E41000299 Croydon,42,"2,944",218,808,83,"1,311",108
        E41000299 Croydon,43,"2,943",223,716,50,"1,360",101
        E41000299 Croydon,44,"3,019",192,717,66,"1,455",75
        E41000299 Croydon,45,"3,345",214,759,59,"1,456",114
        E41000299 Croydon,46,"3,152",208,739,51,"1,539",106
        E41000299 Croydon,47,"3,249",231,656,54,"1,493",118
        E41000299 Croydon,48,"3,181",196,744,46,"1,405",105
        E41000299 Croydon,49,"3,115",178,665,49,"1,219",82
        E41000299 Croydon,50,"2,960",144,671,46,"1,175",76
        E41000299 Croydon,51,"2,864",164,607,49,"1,056",94
        E41000299 Croydon,52,"2,851",131,620,42,931,77
        E41000299 Croydon,53,"2,687",125,562,71,835,67
        E41000299 Croydon,54,"2,635",114,583,37,739,58
        E41000299 Croydon,55,"2,580",122,634,50,611,65
        E41000299 Croydon,56,"2,588",80,544,63,574,59
        E41000299 Croydon,57,"2,548",83,519,57,497,72
        E41000299 Croydon,58,"2,375",99,546,55,447,46
        E41000299 Croydon,59,"2,486",73,517,56,403,40
        E41000299 Croydon,60,"2,328",51,472,43,361,37
        E41000299 Croydon,61,"2,374",52,479,48,294,35
        E41000299 Croydon,62,"2,532",51,431,34,258,40
        E41000299 Croydon,63,"2,777",51,390,47,231,40
        E41000299 Croydon,64,"2,841",52,362,29,259,30
        E41000299 Croydon,65,"2,064",52,345,21,229,36
        E41000299 Croydon,66,"2,051",35,288,29,215,24
        E41000299 Croydon,67,"1,951",42,283,28,232,22
        E41000299 Croydon,68,"1,856",58,290,16,287,17
        E41000299 Croydon,69,"1,504",45,282,23,246,16
        E41000299 Croydon,70,"1,481",38,293,12,264,25
        E41000299 Croydon,71,"1,522",41,275,20,273,20
        E41000299 Croydon,72,"1,528",34,273,23,270,17
        E41000299 Croydon,73,"1,500",46,261,20,256,18
        E41000299 Croydon,74,"1,516",39,264,11,218,10
        E41000299 Croydon,75,"1,460",29,233,19,226,10
        E41000299 Croydon,76,"1,412",29,226,9,209,8
        E41000299 Croydon,77,"1,357",44,194,9,164,14
        E41000299 Croydon,78,"1,242",36,165,6,155,9
        E41000299 Croydon,79,"1,286",20,180,8,153,8
        E41000299 Croydon,80,"1,261",31,106,5,109,13
        E41000299 Croydon,81,"1,113",18,107,4,96,12
        E41000299 Croydon,82,"1,037",19,78,7,87,9
        E41000299 Croydon,83,998,14,82,6,66,7
        E41000299 Croydon,84,942,24,76,8,59,4
        E41000299 Croydon,     85 - 89,"3,420",58,205,15,164,19
        E41000299 Croydon,     90 - 94,"1,438",19,69,3,36,3
        E41000299 Croydon,     95 - 99,367,6,12,1,10,1
        E41000299 Croydon,     100 and over,53,1,1,0,1,0
        E41000300 Ealing,        E41000300 Ealing,0,0,0,0,0,0
        E41000300 Ealing,     Total: Age,"165,818","15,066","96,307","4,132","36,860","20,266"
        E41000300 Ealing,0,"2,301",622,"1,386",35,693,377
        E41000300 Ealing,1,"2,125",621,"1,402",27,646,378
        E41000300 Ealing,2,"1,989",590,"1,380",31,671,330
        E41000300 Ealing,3,"1,956",503,"1,429",31,704,411
        E41000300 Ealing,4,"1,703",593,"1,382",17,714,379
        E41000300 Ealing,5,"1,636",445,"1,331",20,702,346
        E41000300 Ealing,6,"1,598",421,"1,219",18,634,337
        E41000300 Ealing,7,"1,310",403,"1,201",16,611,347
        E41000300 Ealing,8,"1,423",401,"1,101",18,636,310
        E41000300 Ealing,9,"1,364",359,"1,199",9,647,323
        E41000300 Ealing,10,"1,364",357,"1,096",15,657,286
        E41000300 Ealing,11,"1,409",342,"1,114",17,652,307
        E41000300 Ealing,12,"1,399",349,"1,113",15,648,295
        E41000300 Ealing,13,"1,377",353,"1,115",24,649,275
        E41000300 Ealing,14,"1,357",320,"1,162",19,682,275
        E41000300 Ealing,15,"1,472",337,"1,155",21,721,317
        E41000300 Ealing,16,"1,392",263,"1,127",16,637,272
        E41000300 Ealing,17,"1,448",286,"1,256",24,716,291
        E41000300 Ealing,18,"1,279",267,"1,156",20,568,277
        E41000300 Ealing,19,"1,220",234,"1,106",41,500,254
