LA Name,age,WHITE,MIXED,ASIAN/ASIAN BRITISH,CHINESE,BLACK/BLACK BRITISH,OTHER
        E41000311 Kensington and Chelsea,18,753,144,124,57,141,161
        E41000311 Kensington and Chelsea,19,929,129,173,147,122,150
        E41000311 Kensington and Chelsea,20,845,144,209,305,147,196
        E41000311 Kensington and Chelsea,21,976,178,202,338,146,185
        E41000311 Kensington and Chelsea,22,"1,195",170,217,306,166,218
        E41000311 Kensington and Chelsea,23,"1,669",186,212,219,165,180
        E41000311 Kensington and Chelsea,24,"1,737",143,186,133,162,187
        E41000311 Kensington and Chelsea,25,"2,128",170,233,88,157,223
        E41000311 Kensington and Chelsea,26,"2,183",193,223,90,164,218
        E41000311 Kensington and Chelsea,27,"2,392",209,269,137,172,239
        E41000311 Kensington and Chelsea,28,"2,550",201,262,114,161,302
        E41000311 Kensington and Chelsea,29,"2,583",161,234,118,199,229
        E41000311 Kensington and Chelsea,30,"2,772",236,306,121,180,310
        E41000311 Kensington and Chelsea,31,"2,739",185,333,114,206,278
        E41000311 Kensington and Chelsea,32,"2,694",183,297,109,189,268
        E41000311 Kensington and Chelsea,33,"2,502",136,287,97,205,258
        E41000311 Kensington and Chelsea,34,"2,355",160,282,97,167,279
        E41000311 Kensington and Chelsea,35,"2,112",129,285,45,195,259
        E41000311 Kensington and Chelsea,36,"2,004",135,287,77,181,219
        E41000311 Kensington and Chelsea,37,"2,028",144,254,78,151,222
        E41000311 Kensington and Chelsea,38,"1,953",109,234,59,186,226
        E41000311 Kensington and Chelsea,39,"2,072",108,254,59,136,199
        E41000311 Kensington and Chelsea,40,"1,836",105,230,42,139,192
        E41000311 Kensington and Chelsea,41,"1,769",93,219,35,175,210
        E41000311 Kensington and Chelsea,42,"1,808",88,241,38,180,202
        E41000311 Kensington and Chelsea,43,"1,771",77,196,19,197,170
        E41000311 Kensington and Chelsea,44,"1,730",104,187,33,169,177
        E41000311 Kensington and Chelsea,45,"1,722",90,189,28,201,187
        E41000311 Kensington and Chelsea,46,"1,670",82,209,35,192,157
        E41000311 Kensington and Chelsea,47,"1,685",85,180,32,190,151
        E41000311 Kensington and Chelsea,48,"1,602",80,174,25,176,140
        E41000311 Kensington and Chelsea,49,"1,528",69,150,36,178,133
        E41000311 Kensington and Chelsea,50,"1,543",66,156,30,140,134
        E41000311 Kensington and Chelsea,51,"1,482",71,148,19,144,116
        E41000311 Kensington and Chelsea,52,"1,401",55,138,26,147,133
        E41000311 Kensington and Chelsea,53,"1,305",42,168,32,120,124
        E41000311 Kensington and Chelsea,54,"1,241",49,160,29,131,125
        E41000311 Kensington and Chelsea,55,"1,224",38,97,22,105,93
        E41000311 Kensington and Chelsea,56,"1,178",42,150,19,107,89
        E41000311 Kensington and Chelsea,57,"1,139",30,138,26,66,117
        E41000311 Kensington and Chelsea,58,"1,199",36,121,25,55,104
        E41000311 Kensington and Chelsea,59,"1,128",42,116,31,56,93
        E41000311 Kensington and Chelsea,60,"1,267",27,151,14,76,123
        E41000311 Kensington and Chelsea,61,"1,245",38,142,20,50,129
        E41000311 Kensington and Chelsea,62,"1,280",44,115,19,64,108
        E41000311 Kensington and Chelsea,63,"1,283",27,112,32,59,94
        E41000311 Kensington and Chelsea,64,"1,381",22,98,26,53,77
        E41000311 Kensington and Chelsea,65,"1,081",40,96,21,43,50
        E41000311 Kensington and Chelsea,66,"1,149",22,98,12,51,65
        E41000311 Kensington and Chelsea,67,"1,069",12,87,8,39,54
        E41000311 Kensington and Chelsea,68,989,18,79,16,58,62
        E41000311 Kensington and Chelsea,69,847,16,61,10,60,58
        E41000311 Kensington and Chelsea,70,779,17,53,10,53,31
        E41000311 Kensington and Chelsea,71,835,20,55,10,64,37
        E41000311 Kensington and Chelsea,72,811,17,57,9,37,34
        E41000311 Kensington and Chelsea,73,722,14,38,11,47,31
        E41000311 Kensington and Chelsea,74,699,17,57,9,54,29
        E41000311 Kensington and Chelsea,75,581,15,41,7,54,35
        E41000311 Kensington and Chelsea,76,597,19,44,8,40,38
        E41000311 Kensington and Chelsea,77,511,10,40,4,38,21
        E41000311 Kensington and Chelsea,78,478,9,28,3,41,17
        E41000311 Kensington and Chelsea,79,519,5,22,1,12,24
        E41000311 Kensington and Chelsea,80,501,17,26,4,30,21
        E41000311 Kensington and Chelsea,81,459,4,33,1,24,19
        E41000311 Kensington and Chelsea,82,409,6,14,3,27,17
        E41000311 Kensington and Chelsea,83,388,6,12,5,20,6
        E41000311 Kensington and Chelsea,84,353,8,17,1,21,6
        E41000311 Kensington and Chelsea,     85 - 89,"1,381",29,36,7,50,36
        E41000311 Kensington and Chelsea,     90 - 94,649,10,12,6,13,13
        E41000311 Kensington and Chelsea,     95 - 99,180,8,2,1,7,1
        E41000311 Kensington and Chelsea,     100 and over,24,1,0,1,0,0
        E41000313 Lambeth,        E41000313 Lambeth,0,0,0,0,0,0
        E41000313 Lambeth,     Total: Age,"173,025","23,160","16,365","4,573","78,542","7,421"
        E41000313 Lambeth,0,"2,084",721,190,39,"1,384",99
        E41000313 Lambeth,1,"1,770",759,211,25,"1,456",101
        E41000313 Lambeth,2,"1,606",707,203,24,"1,528",99
        E41000313 Lambeth,3,"1,565",652,164,13,"1,475",108
        E41000313 Lambeth,4,"1,341",643,177,28,"1,442",87
        E41000313 Lambeth,5,"1,250",591,175,19,"1,524",116
        E41000313 Lambeth,6,"1,123",515,162,22,"1,355",81
        E41000313 Lambeth,7,"1,106",477,140,30,"1,403",107
        E41000313 Lambeth,8,"1,001",456,145,33,"1,330",87
        E41000313 Lambeth,9,"1,035",491,134,28,"1,347",93
        E41000313 Lambeth,10,980,459,131,25,"1,266",79
        E41000313 Lambeth,11,"1,060",457,152,25,"1,229",91
        E41000313 Lambeth,12,"1,044",421,129,33,"1,234",77
        E41000313 Lambeth,13,977,465,134,21,"1,303",85
        E41000313 Lambeth,14,902,443,165,29,"1,258",80
        E41000313 Lambeth,15,967,415,180,28,"1,289",76
        E41000313 Lambeth,16,946,383,167,32,"1,225",91
        E41000313 Lambeth,17,885,361,154,25,"1,201",106
        E41000313 Lambeth,18,968,355,186,67,"1,174",103
        E41000313 Lambeth,19,"1,030",301,192,55,"1,006",90
        E41000313 Lambeth,20,"1,251",348,224,171,"1,128",106
        E41000313 Lambeth,21,"1,771",384,280,220,"1,127",122
        E41000313 Lambeth,22,"2,908",468,268,218,"1,166",124
        E41000313 Lambeth,23,"4,330",462,320,159,"1,232",126
        E41000313 Lambeth,24,"5,419",524,352,147,"1,195",152
        E41000313 Lambeth,25,"6,029",579,375,126,"1,288",178
        E41000313 Lambeth,26,"6,209",581,418,147,"1,233",197
        E41000313 Lambeth,27,"6,159",550,450,161,"1,168",184
        E41000313 Lambeth,28,"5,948",525,428,193,"1,307",203
        E41000313 Lambeth,29,"5,959",556,456,154,"1,171",203
        E41000313 Lambeth,30,"5,937",518,459,132,"1,240",214
        E41000313 Lambeth,31,"5,540",451,437,140,"1,126",182
        E41000313 Lambeth,32,"5,249",486,431,103,"1,173",170
        E41000313 Lambeth,33,"4,559",422,361,104,"1,130",184
        E41000313 Lambeth,34,"4,089",386,387,100,"1,126",169
        E41000313 Lambeth,35,"3,852",325,379,91,"1,115",172
        E41000313 Lambeth,36,"3,603",311,348,74,"1,170",164
        E41000313 Lambeth,37,"3,312",330,313,77,"1,063",160
        E41000313 Lambeth,38,"3,214",298,291,73,"1,207",138
        E41000313 Lambeth,39,"3,134",283,294,66,"1,205",136
        E41000313 Lambeth,40,"2,886",297,276,50,"1,294",135
        E41000313 Lambeth,41,"2,563",226,268,66,"1,296",121
        E41000313 Lambeth,42,"2,603",249,221,46,"1,381",143
        E41000313 Lambeth,43,"2,507",274,239,46,"1,376",130
        E41000313 Lambeth,44,"2,461",244,182,37,"1,360",111
        E41000313 Lambeth,45,"2,414",273,224,49,"1,470",120
        E41000313 Lambeth,46,"2,479",242,184,31,"1,461",120
        E41000313 Lambeth,47,"2,229",211,194,44,"1,417",117
        E41000313 Lambeth,48,"2,134",201,157,41,"1,281",101
        E41000313 Lambeth,49,"2,045",160,192,41,"1,181",84
        E41000313 Lambeth,50,"1,944",162,184,46,"1,189",84
        E41000313 Lambeth,51,"1,794",162,147,36,"1,092",90
        E41000313 Lambeth,52,"1,699",124,134,45,970,71
        E41000313 Lambeth,53,"1,749",119,155,40,804,67
        E41000313 Lambeth,54,"1,560",114,150,25,766,79
        E41000313 Lambeth,55,"1,475",81,164,40,721,59
        E41000313 Lambeth,56,"1,421",104,137,50,634,60
        E41000313 Lambeth,57,"1,433",66,142,34,559,54
        E41000313 Lambeth,58,"1,358",77,138,34,491,45
        E41000313 Lambeth,59,"1,281",69,122,41,432,50
        E41000313 Lambeth,60,"1,209",44,138,35,417,31
        E41000313 Lambeth,61,"1,284",44,139,43,367,36
        E41000313 Lambeth,62,"1,227",34,131,31,290,39
        E41000313 Lambeth,63,"1,265",54,123,35,269,34
        E41000313 Lambeth,64,"1,235",34,106,19,274,25
        E41000313 Lambeth,65,936,31,90,23,265,31
        E41000313 Lambeth,66,950,46,91,20,279,20
        E41000313 Lambeth,67,848,39,97,21,296,16
        E41000313 Lambeth,68,820,36,95,20,345,22
        E41000313 Lambeth,69,710,37,90,17,317,15
        E41000313 Lambeth,70,705,45,105,19,389,22
        E41000313 Lambeth,71,678,31,102,15,405,18
        E41000313 Lambeth,72,697,36,96,19,338,17
        E41000313 Lambeth,73,625,38,84,17,343,14
        E41000313 Lambeth,74,642,28,96,18,336,16
        E41000313 Lambeth,75,562,31,76,11,289,14
        E41000313 Lambeth,76,544,24,69,12,278,7
        E41000313 Lambeth,77,506,16,57,12,222,9
        E41000313 Lambeth,78,531,22,61,9,234,6
        E41000313 Lambeth,79,549,24,47,9,202,5
        E41000313 Lambeth,80,509,20,60,6,202,7
        E41000313 Lambeth,81,472,32,44,10,194,3
        E41000313 Lambeth,82,431,21,28,8,150,4
        E41000313 Lambeth,83,397,8,26,2,116,1
        E41000313 Lambeth,84,384,12,19,3,115,3
        E41000313 Lambeth,     85 - 89,"1,452",44,84,21,315,20
        E41000313 Lambeth,     90 - 94,538,12,33,14,89,2
        E41000313 Lambeth,     95 - 99,149,3,6,4,30,3
        E41000313 Lambeth,     100 and over,23,0,0,1,2,0
        E41000314 Lewisham,        E41000314 Lewisham,0,0,0,0,0,0
        E41000314 Lewisham,     Total: Age,"147,686","20,472","19,370","6,164","74,942","7,251"
        E41000314 Lewisham,0,"1,870",786,341,94,"1,416",172
        E41000314 Lewisham,1,"1,754",860,298,65,"1,483",53
        E41000314 Lewisham,2,"1,654",900,304,79,"1,408",92
        E41000314 Lewisham,3,"1,458",878,314,69,"1,525",75
        E41000314 Lewisham,4,"1,428",759,289,70,"1,438",72
        E41000314 Lewisham,5,"1,280",800,287,82,"1,407",71
        E41000314 Lewisham,6,"1,178",556,243,55,"1,261",59
        E41000314 Lewisham,7,"1,195",558,231,51,"1,197",69
        E41000314 Lewisham,8,"1,049",517,245,38,"1,156",108
        E41000314 Lewisham,9,"1,035",452,183,35,"1,205",62
        E41000314 Lewisham,10,"1,041",443,218,41,"1,145",130
        E41000314 Lewisham,11,"1,114",449,237,42,"1,286",84
        E41000314 Lewisham,12,"1,031",394,174,40,"1,093",137
        E41000314 Lewisham,13,"1,099",405,227,43,"1,196",85
        E41000314 Lewisham,14,"1,097",408,235,37,"1,195",142
        E41000314 Lewisham,15,"1,168",391,237,60,"1,191",152
        E41000314 Lewisham,16,"1,131",361,215,103,"1,234",110
        E41000314 Lewisham,17,"1,197",402,219,91,"1,174",134
        E41000314 Lewisham,18,"1,341",393,252,103,"1,068",136
        E41000314 Lewisham,19,"1,529",362,242,89,914,128
        E41000314 Lewisham,20,"1,782",387,251,144,927,108
        E41000314 Lewisham,21,"1,860",345,265,150,934,142
        E41000314 Lewisham,22,"2,371",365,308,215,"1,017",192
        E41000314 Lewisham,23,"2,369",389,321,217,982,136
        E41000314 Lewisham,24,"2,415",413,447,223,"1,046",162
        E41000314 Lewisham,25,"2,689",309,468,147,"1,182",176
        E41000314 Lewisham,26,"2,854",339,469,175,"1,141",101
        E41000314 Lewisham,27,"3,035",473,516,159,"1,051",147
        E41000314 Lewisham,28,"3,028",321,495,189,"1,232",94
        E41000314 Lewisham,29,"3,258",310,622,152,"1,203",130
        E41000314 Lewisham,30,"3,429",335,530,215,"1,228",225
        E41000314 Lewisham,31,"3,295",282,541,177,"1,232",206
        E41000314 Lewisham,32,"3,268",270,568,186,"1,504",208
        E41000314 Lewisham,33,"3,171",254,483,199,"1,070",247
        E41000314 Lewisham,34,"3,182",254,513,164,"1,216",211
        E41000314 Lewisham,35,"2,807",241,486,141,"1,243",175
        E41000314 Lewisham,36,"2,771",201,395,120,"1,133",138
        E41000314 Lewisham,37,"2,716",184,378,129,"1,074",181
        E41000314 Lewisham,38,"2,751",204,358,123,"1,219",166
        E41000314 Lewisham,39,"2,827",196,375,124,"1,191",166
        E41000314 Lewisham,40,"2,519",212,352,75,"1,271",107
        E41000314 Lewisham,41,"2,311",232,313,66,"1,334",104
        E41000314 Lewisham,42,"2,208",211,328,96,"1,371",120
        E41000314 Lewisham,43,"2,234",222,310,60,"1,416",107
        E41000314 Lewisham,44,"2,226",209,283,78,"1,444",100
        E41000314 Lewisham,45,"2,146",178,245,59,"1,448",105
        E41000314 Lewisham,46,"2,235",187,226,58,"1,506",96
        E41000314 Lewisham,47,"2,180",155,204,65,"1,406",89
        E41000314 Lewisham,48,"2,120",143,208,58,"1,408",98
        E41000314 Lewisham,49,"2,175",115,196,61,"1,205",106
        E41000314 Lewisham,50,"2,093",143,196,46,"1,096",42
        E41000314 Lewisham,51,"1,801",98,169,54,978,74
        E41000314 Lewisham,52,"1,834",99,186,39,908,64
        E41000314 Lewisham,53,"1,783",105,154,43,877,52
        E41000314 Lewisham,54,"1,759",75,153,49,746,34
        E41000314 Lewisham,55,"1,653",83,144,59,640,47
        E41000314 Lewisham,56,"1,517",59,127,45,627,57
        E41000314 Lewisham,57,"1,489",46,119,39,467,37
        E41000314 Lewisham,58,"1,506",29,126,32,429,43
        E41000314 Lewisham,59,"1,457",47,114,34,417,34
        E41000314 Lewisham,60,"1,446",48,107,38,359,19
        E41000314 Lewisham,61,"1,392",47,99,24,309,26
        E41000314 Lewisham,62,"1,445",32,94,37,259,34
        E41000314 Lewisham,63,"1,599",33,105,24,277,18
        E41000314 Lewisham,64,"1,536",30,79,17,229,27
        E41000314 Lewisham,65,"1,229",36,61,23,198,20
        E41000314 Lewisham,66,"1,126",25,66,10,270,20
        E41000314 Lewisham,67,"1,038",32,57,11,282,13
        E41000314 Lewisham,68,"1,055",31,53,16,304,21
        E41000314 Lewisham,69,905,23,60,9,273,17
        E41000314 Lewisham,70,870,32,57,21,278,12
        E41000314 Lewisham,71,855,29,49,17,326,15
        E41000314 Lewisham,72,900,28,55,24,286,11
        E41000314 Lewisham,73,919,31,56,7,292,12
        E41000314 Lewisham,74,820,19,57,8,259,12
        E41000314 Lewisham,75,787,24,57,17,262,12
        E41000314 Lewisham,76,769,23,41,11,224,9
        E41000314 Lewisham,77,710,17,43,12,224,9
        E41000314 Lewisham,78,691,32,30,11,172,8
        E41000314 Lewisham,79,682,13,28,15,177,3
        E41000314 Lewisham,80,696,17,33,12,155,1
        E41000314 Lewisham,81,703,10,35,5,144,5
        E41000314 Lewisham,82,613,13,20,6,104,5
        E41000314 Lewisham,83,539,12,21,2,99,2
        E41000314 Lewisham,84,519,8,15,6,93,7
        E41000314 Lewisham,     85 - 89,"1,950",29,51,20,209,12
        E41000314 Lewisham,     90 - 94,861,3,6,7,49,1
        E41000314 Lewisham,     95 - 99,226,1,1,1,16,2
        E41000314 Lewisham,     100 and over,32,0,1,1,2,0
        E41000316 Newham,        E41000316 Newham,0,0,0,0,0,0
        E41000316 Newham,     Total: Age,"89,216","13,945","129,965","3,930","60,256","10,672"
        E41000316 Newham,0,"1,171",644,"2,255",35,"1,102",155
        E41000316 Newham,1,"1,028",561,"2,326",41,"1,065",213
        E41000316 Newham,2,943,527,"2,219",22,"1,133",148
        E41000316 Newham,3,982,510,"2,204",46,"1,157",156
        E41000316 Newham,4,805,448,"2,143",23,"1,155",167
        E41000316 Newham,5,777,414,"2,143",18,"1,060",169
        E41000316 Newham,6,663,372,"1,971",27,"1,079",150
        E41000316 Newham,7,623,335,"1,882",19,"1,013",131
        E41000316 Newham,8,700,338,"1,846",15,"1,030",152
        E41000316 Newham,9,686,290,"1,806",14,965,146
        E41000316 Newham,10,704,337,"1,774",17,"1,004",131
        E41000316 Newham,11,675,345,"1,661",14,"1,002",121
        E41000316 Newham,12,706,296,"1,717",12,"1,018",166
        E41000316 Newham,13,757,295,"1,661",20,"1,052",125
        E41000316 Newham,14,701,342,"1,721",9,"1,067",137
        E41000316 Newham,15,738,317,"1,728",23,"1,115",168
        E41000316 Newham,16,771,288,"1,633",22,"1,076",205
        E41000316 Newham,17,787,284,"1,689",28,988,163
        E41000316 Newham,18,872,281,"1,720",33,929,145
        E41000316 Newham,19,"1,194",248,"1,926",33,836,171
        E41000316 Newham,20,"1,459",263,"2,464",59,930,234
        E41000316 Newham,21,"1,491",267,"2,778",87,971,210
        E41000316 Newham,22,"1,683",322,"3,311",136,957,218
        E41000316 Newham,23,"1,926",278,"3,562",158,965,247
        E41000316 Newham,24,"2,228",249,"3,802",142,950,239
        E41000316 Newham,25,"2,260",306,"4,167",149,"1,021",316
        E41000316 Newham,26,"2,401",231,"4,121",198,"1,035",279
        E41000316 Newham,27,"2,330",244,"3,981",196,996,338
        E41000316 Newham,28,"2,231",243,"4,062",259,"1,037",361
        E41000316 Newham,29,"2,327",242,"3,685",213,952,256
        E41000316 Newham,30,"2,210",192,"3,354",187,"1,086",296
        E41000316 Newham,31,"2,104",176,"3,176",137,"1,025",251
        E41000316 Newham,32,"1,888",170,"2,956",115,972,215
        E41000316 Newham,33,"1,803",169,"2,571",75,917,195
        E41000316 Newham,34,"1,628",193,"2,636",86,883,229
        E41000316 Newham,35,"1,550",172,"2,273",69,979,183
        E41000316 Newham,36,"1,432",122,"2,132",61,852,141
        E41000316 Newham,37,"1,324",155,"2,052",58,870,164
        E41000316 Newham,38,"1,337",152,"1,920",56,918,178
        E41000316 Newham,39,"1,319",136,"1,763",46,911,160
        E41000316 Newham,40,"1,366",160,"1,710",41,"1,044",217
        E41000316 Newham,41,"1,293",128,"1,597",51,"1,074",214
        E41000316 Newham,42,"1,294",143,"1,508",31,"1,236",197
        E41000316 Newham,43,"1,231",119,"1,336",40,"1,069",165
        E41000316 Newham,44,"1,227",124,"1,342",34,"1,069",162
        E41000316 Newham,45,"1,228",108,"1,222",31,"1,091",135
        E41000316 Newham,46,"1,121",115,"1,119",32,988,129
        E41000316 Newham,47,"1,157",99,"1,092",27,"1,001",153
        E41000316 Newham,48,"1,189",88,"1,118",46,931,105
        E41000316 Newham,49,"1,085",82,"1,058",47,779,103
        E41000316 Newham,50,"1,162",92,"1,048",28,866,115
        E41000316 Newham,51,"1,045",82,"1,070",23,750,98
        E41000316 Newham,52,953,69,"1,055",35,646,75
        E41000316 Newham,53,"1,036",58,"1,034",33,557,80
        E41000316 Newham,54,983,42,"1,052",52,500,92
        E41000316 Newham,55,967,47,927,36,425,47
        E41000316 Newham,56,858,35,860,36,439,48
        E41000316 Newham,57,800,47,831,20,336,50
        E41000316 Newham,58,731,30,920,26,323,43
        E41000316 Newham,59,784,37,769,14,274,47
        E41000316 Newham,60,787,34,715,29,271,40
        E41000316 Newham,61,775,33,617,37,260,47
        E41000316 Newham,62,759,22,545,32,244,46
        E41000316 Newham,63,825,25,519,19,218,43
        E41000316 Newham,64,847,29,438,18,226,33
        E41000316 Newham,65,623,25,372,9,208,16
        E41000316 Newham,66,595,21,371,11,201,28
        E41000316 Newham,67,582,22,354,8,233,26
        E41000316 Newham,68,563,35,358,8,219,26
        E41000316 Newham,69,466,15,339,9,232,17
        E41000316 Newham,70,435,18,394,11,240,29
        E41000316 Newham,71,468,11,371,12,261,28
        E41000316 Newham,72,474,25,354,6,242,23
        E41000316 Newham,73,423,19,317,11,216,14
        E41000316 Newham,74,489,20,310,7,213,28
        E41000316 Newham,75,406,9,261,1,183,25
        E41000316 Newham,76,446,9,256,5,175,12
        E41000316 Newham,77,392,19,220,1,132,9
        E41000316 Newham,78,393,16,205,11,136,11
        E41000316 Newham,79,373,12,216,8,102,11
        E41000316 Newham,80,391,7,173,6,95,4
        E41000316 Newham,81,385,7,149,5,83,3
        E41000316 Newham,82,320,11,107,2,73,13
        E41000316 Newham,83,291,9,110,3,60,9
        E41000316 Newham,84,283,9,78,5,47,3
        E41000316 Newham,     85 - 89,"1,127",14,249,11,153,13
        E41000316 Newham,     90 - 94,440,8,87,2,49,7
        E41000316 Newham,     95 - 99,119,0,17,2,11,4
        E41000316 Newham,     100 and over,15,2,4,0,2,0
        E41000319 Southwark,        E41000319 Southwark,0,0,0,0,0,0
        E41000319 Southwark,     Total: Age,"156,349","17,778","19,118","8,074","77,511","9,453"
        E41000319 Southwark,0,"1,989",754,267,71,"1,483",106
        E41000319 Southwark,1,"1,717",697,243,56,"1,513",126
        E41000319 Southwark,2,"1,470",663,250,53,"1,451",133
        E41000319 Southwark,3,"1,421",614,245,50,"1,547",114
        E41000319 Southwark,4,"1,305",519,225,45,"1,475",137
        E41000319 Southwark,5,"1,206",448,229,36,"1,515",106
        E41000319 Southwark,6,"1,102",465,219,36,"1,351",85
        E41000319 Southwark,7,"1,034",383,165,31,"1,312",113
        E41000319 Southwark,8,974,354,153,43,"1,323",113
        E41000319 Southwark,9,905,355,153,34,"1,238",81
        E41000319 Southwark,10,924,361,140,42,"1,253",89
        E41000319 Southwark,11,969,335,161,50,"1,189",73
        E41000319 Southwark,12,974,345,167,42,"1,213",127
        E41000319 Southwark,13,908,307,170,45,"1,238",90
        E41000319 Southwark,14,915,317,181,47,"1,329",96
        E41000319 Southwark,15,"1,002",327,165,57,"1,322",111
        E41000319 Southwark,16,961,316,180,63,"1,203",103
        E41000319 Southwark,17,"1,023",274,172,95,"1,168",98
        E41000319 Southwark,18,"1,267",318,298,129,"1,168",169
        E41000319 Southwark,19,"1,816",331,486,213,"1,024",107
        E41000319 Southwark,20,"2,273",403,548,312,"1,083",149
        E41000319 Southwark,21,"2,409",355,490,386,"1,118",188
        E41000319 Southwark,22,"2,853",349,527,404,"1,192",157
        E41000319 Southwark,23,"3,253",386,538,384,"1,109",206
        E41000319 Southwark,24,"3,414",334,501,304,"1,205",166
        E41000319 Southwark,25,"4,003",443,597,377,"1,310",207
        E41000319 Southwark,26,"4,300",397,601,318,"1,262",255
        E41000319 Southwark,27,"4,369",404,607,354,"1,239",218
        E41000319 Southwark,28,"4,412",365,582,329,"1,254",268
        E41000319 Southwark,29,"4,522",385,585,318,"1,219",225
        E41000319 Southwark,30,"4,434",321,572,241,"1,227",249
        E41000319 Southwark,31,"4,267",307,582,260,"1,164",239
        E41000319 Southwark,32,"3,950",321,537,233,"1,179",283
        E41000319 Southwark,33,"3,708",248,435,194,"1,217",279
        E41000319 Southwark,34,"3,536",276,468,166,"1,185",219
        E41000319 Southwark,35,"3,197",254,450,129,"1,207",207
        E41000319 Southwark,36,"3,100",210,401,142,"1,181",229
        E41000319 Southwark,37,"2,936",212,389,133,"1,142",245
        E41000319 Southwark,38,"2,765",222,369,108,"1,297",209
        E41000319 Southwark,39,"2,670",174,317,95,"1,121",188
        E41000319 Southwark,40,"2,672",173,321,78,"1,392",179
        E41000319 Southwark,41,"2,446",199,322,92,"1,442",170
        E41000319 Southwark,42,"2,264",205,262,83,"1,449",163
        E41000319 Southwark,43,"2,342",173,206,50,"1,527",180
        E41000319 Southwark,44,"2,441",161,190,64,"1,505",175
        E41000319 Southwark,45,"2,224",170,159,71,"1,456",158
        E41000319 Southwark,46,"2,275",184,174,71,"1,383",129
        E41000319 Southwark,47,"2,166",145,164,70,"1,413",129
        E41000319 Southwark,48,"2,173",139,192,55,"1,333",141
        E41000319 Southwark,49,"2,035",126,124,46,"1,087",129
        E41000319 Southwark,50,"2,054",133,139,54,"1,217",119
        E41000319 Southwark,51,"1,951",114,153,55,"1,092",101
        E41000319 Southwark,52,"1,753",95,135,46,992,81
        E41000319 Southwark,53,"1,833",98,145,48,846,76
        E41000319 Southwark,54,"1,629",54,124,49,823,61
        E41000319 Southwark,55,"1,556",60,132,46,687,90
        E41000319 Southwark,56,"1,475",42,110,65,607,66
        E41000319 Southwark,57,"1,402",43,111,39,514,64
        E41000319 Southwark,58,"1,307",51,123,44,455,59
        E41000319 Southwark,59,"1,347",33,112,39,367,38
        E41000319 Southwark,60,"1,320",48,93,37,375,45
        E41000319 Southwark,61,"1,277",27,65,35,311,54
        E41000319 Southwark,62,"1,330",39,78,26,301,43
        E41000319 Southwark,63,"1,357",21,86,35,269,44
        E41000319 Southwark,64,"1,357",21,73,33,241,31
        E41000319 Southwark,65,998,35,84,23,226,36
        E41000319 Southwark,66,947,35,67,29,271,34
        E41000319 Southwark,67,952,13,67,12,234,28
        E41000319 Southwark,68,866,19,57,29,287,24
        E41000319 Southwark,69,760,44,82,24,239,25
        E41000319 Southwark,70,711,26,74,19,284,18
        E41000319 Southwark,71,722,22,58,13,331,27
        E41000319 Southwark,72,727,21,65,14,261,27
        E41000319 Southwark,73,690,15,48,15,235,10
        E41000319 Southwark,74,669,20,35,19,241,15
        E41000319 Southwark,75,676,9,48,12,232,20
        E41000319 Southwark,76,609,8,30,18,190,7
        E41000319 Southwark,77,584,6,37,9,153,12
        E41000319 Southwark,78,594,16,29,11,151,7
        E41000319 Southwark,79,605,4,41,6,133,14
        E41000319 Southwark,80,577,12,24,8,117,11
        E41000319 Southwark,81,512,11,21,6,129,6
        E41000319 Southwark,82,541,7,14,11,106,7
        E41000319 Southwark,83,459,7,12,3,61,6
        E41000319 Southwark,84,431,11,11,5,60,9
        E41000319 Southwark,     85 - 89,"1,666",20,37,19,190,17
        E41000319 Southwark,     90 - 94,646,11,15,8,53,1
        E41000319 Southwark,     95 - 99,150,3,4,5,14,4
        E41000319 Southwark,     100 and over,18,0,0,0,3,0
        E41000321 Tower Hamlets,        E41000321 Tower Hamlets,0,0,0,0,0,0
        E41000321 Tower Hamlets,     Total: Age,"114,819","10,360","96,392","8,109","18,629","5,787"
        E41000321 Tower Hamlets,0,"1,041",439,"2,069",104,349,63
        E41000321 Tower Hamlets,1,952,405,"2,046",83,389,82
        E41000321 Tower Hamlets,2,805,380,"2,010",62,365,84
        E41000321 Tower Hamlets,3,718,316,"2,081",38,348,63
        E41000321 Tower Hamlets,4,636,311,"2,040",39,372,60
        E41000321 Tower Hamlets,5,571,276,"2,117",18,338,86
        E41000321 Tower Hamlets,6,470,233,"2,025",24,279,68
        E41000321 Tower Hamlets,7,519,223,"2,043",27,307,73
        E41000321 Tower Hamlets,8,442,178,"1,958",23,299,48
        E41000321 Tower Hamlets,9,439,152,"1,981",13,253,48
        E41000321 Tower Hamlets,10,484,160,"1,804",15,257,51
        E41000321 Tower Hamlets,11,409,174,"1,671",20,235,59
        E41000321 Tower Hamlets,12,445,136,"1,733",23,237,36
        E41000321 Tower Hamlets,13,428,151,"1,739",27,222,44
        E41000321 Tower Hamlets,14,468,123,"1,700",16,290,45
        E41000321 Tower Hamlets,15,513,121,"1,724",26,233,43
        E41000321 Tower Hamlets,16,462,125,"1,575",32,248,34
        E41000321 Tower Hamlets,17,499,158,"1,490",43,233,54
        E41000321 Tower Hamlets,18,874,137,"1,558",70,288,50
        E41000321 Tower Hamlets,19,"1,553",189,"1,770",124,251,146
        E41000321 Tower Hamlets,20,"1,995",258,"1,962",190,279,167
        E41000321 Tower Hamlets,21,"2,222",226,"1,940",347,334,160
