LA Name,age,WHITE,MIXED,ASIAN/ASIAN BRITISH,CHINESE,BLACK/BLACK BRITISH,OTHER,total
        E41000304 Hammersmith and Fulham,     90 - 94,358,5,6,1,22,1,393
        E41000304 Hammersmith and Fulham,     95 - 99,114,2,1,1,3,2,123
        E41000304 Hammersmith and Fulham,     100 and over,15,1,0,0,0,0,16
        E41000305 Haringey,        E41000305 Haringey,0,0,0,0,0,0,0
        E41000305 Haringey,     Total: Age,76424,8420,10401,2027,25751,5679,128702
        E41000305 Haringey,0,989,318,93,21,356,63,1840
        E41000305 Haringey,1,921,277,136,28,391,80,1833
        E41000305 Haringey,2,899,280,102,29,421,76,1807
        E41000305 Haringey,3,892,273,153,36,398,89,1841
        E41000305 Haringey,4,755,247,118,25,371,69,1585
        E41000305 Haringey,5,802,221,108,11,425,94,1661
        E41000305 Haringey,6,738,229,119,13,390,79,1568
        E41000305 Haringey,7,744,214,119,9,420,68,1574
        E41000305 Haringey,8,713,204,123,18,355,83,1496
        E41000305 Haringey,9,680,202,106,8,368,92,1456
        E41000305 Haringey,10,664,204,97,9,420,73,1467
        E41000305 Haringey,11,710,222,95,14,421,73,1535
        E41000305 Haringey,12,651,191,113,11,381,86,1433
        E41000305 Haringey,13,627,220,106,7,456,82,1498
        E41000305 Haringey,14,670,218,112,15,420,70,1505
        E41000305 Haringey,15,618,160,112,6,423,72,1391
        E41000305 Haringey,16,615,174,106,5,404,89,1393
        E41000305 Haringey,17,630,122,106,11,426,102,1397
        E41000305 Haringey,18,622,127,120,9,440,88,1406
        E41000305 Haringey,19,729,125,121,14,355,93,1437
        E41000305 Haringey,20,796,104,111,28,328,104,1471
        E41000305 Haringey,21,810,132,129,43,313,63,1490
        E41000305 Haringey,22,1141,121,178,86,344,71,1941
        E41000305 Haringey,23,1380,157,157,66,412,89,2261
        E41000305 Haringey,24,1518,134,187,57,383,65,2344
        E41000305 Haringey,25,1763,142,204,43,405,104,2661
        E41000305 Haringey,26,1919,158,218,55,409,104,2863
        E41000305 Haringey,27,1935,119,262,46,370,123,2855
        E41000305 Haringey,28,1890,124,267,74,403,124,2882
        E41000305 Haringey,29,1909,153,249,65,355,99,2830
        E41000305 Haringey,30,1979,146,256,59,346,150,2936
        E41000305 Haringey,31,1963,110,216,50,335,121,2795
        E41000305 Haringey,32,1896,165,245,51,354,121,2832
        E41000305 Haringey,33,1780,135,230,45,369,110,2669
        E41000305 Haringey,34,1573,117,219,33,358,145,2445
        E41000305 Haringey,35,1506,119,217,52,365,115,2374
        E41000305 Haringey,36,1423,112,174,61,325,105,2200
        E41000305 Haringey,37,1332,102,183,30,379,98,2124
        E41000305 Haringey,38,1345,111,169,49,396,86,2156
        E41000305 Haringey,39,1314,90,203,44,383,111,2145
        E41000305 Haringey,40,1261,100,196,38,401,131,2127
        E41000305 Haringey,41,1193,85,170,36,416,103,2003
        E41000305 Haringey,42,1165,90,145,38,477,88,2003
        E41000305 Haringey,43,1151,92,129,28,501,92,1993
        E41000305 Haringey,44,1121,87,141,27,521,75,1972
        E41000305 Haringey,45,1107,94,121,27,483,98,1930
        E41000305 Haringey,46,1106,80,123,18,533,116,1976
        E41000305 Haringey,47,1053,84,121,26,459,70,1813
        E41000305 Haringey,48,990,70,125,27,437,73,1722
        E41000305 Haringey,49,940,48,111,16,364,62,1541
        E41000305 Haringey,50,882,54,111,21,460,75,1603
        E41000305 Haringey,51,875,59,125,19,378,62,1518
        E41000305 Haringey,52,860,48,128,21,315,54,1426
        E41000305 Haringey,53,818,44,125,27,305,72,1391
        E41000305 Haringey,54,743,50,126,25,282,48,1274
        E41000305 Haringey,55,803,42,112,25,232,60,1274
        E41000305 Haringey,56,713,37,122,26,224,49,1171
        E41000305 Haringey,57,688,41,110,27,187,39,1092
        E41000305 Haringey,58,697,35,137,14,189,38,1110
        E41000305 Haringey,59,671,22,117,8,159,33,1010
        E41000305 Haringey,60,639,19,127,14,184,34,1017
        E41000305 Haringey,61,735,27,139,13,149,37,1100
        E41000305 Haringey,62,645,22,98,10,129,37,941
        E41000305 Haringey,63,671,22,104,16,111,33,957
        E41000305 Haringey,64,650,25,118,9,130,33,965
        E41000305 Haringey,65,525,19,71,12,150,22,799
        E41000305 Haringey,66,525,25,65,11,144,30,800
        E41000305 Haringey,67,450,16,61,6,128,29,690
        E41000305 Haringey,68,421,12,54,8,142,18,655
        E41000305 Haringey,69,383,17,51,9,144,11,615
        E41000305 Haringey,70,362,20,47,11,154,19,613
        E41000305 Haringey,71,428,13,61,8,150,21,681
        E41000305 Haringey,72,378,13,56,9,139,20,615
        E41000305 Haringey,73,381,11,46,7,137,16,598
        E41000305 Haringey,74,387,15,52,5,118,24,601
        E41000305 Haringey,75,333,16,33,2,131,19,534
        E41000305 Haringey,76,345,11,50,6,117,14,543
        E41000305 Haringey,77,282,12,29,6,99,13,441
        E41000305 Haringey,78,314,6,24,8,99,11,462
        E41000305 Haringey,79,313,8,28,3,80,11,443
        E41000305 Haringey,80,261,12,27,4,88,16,408
        E41000305 Haringey,81,298,4,19,4,74,4,403
        E41000305 Haringey,82,238,6,16,4,45,10,319
        E41000305 Haringey,83,207,5,19,5,41,6,283
        E41000305 Haringey,84,221,2,11,2,32,8,276
        E41000305 Haringey,     85 - 89,830,15,46,3,99,10,1003
        E41000305 Haringey,     90 - 94,389,3,13,2,31,5,443
        E41000305 Haringey,     95 - 99,120,3,2,0,8,1,134
        E41000305 Haringey,     100 and over,15,0,0,0,2,0,17
        E41000310 Islington,        E41000310 Islington,0,0,0,0,0,0,0
        E41000310 Islington,     Total: Age,70131,6923,7516,2466,14252,3432,104720
        E41000310 Islington,0,692,200,74,8,261,62,1297
        E41000310 Islington,1,698,235,72,11,248,35,1299
        E41000310 Islington,2,604,248,82,9,224,34,1201
        E41000310 Islington,3,556,180,89,5,218,36,1084
        E41000310 Islington,4,517,222,86,9,235,40,1109
        E41000310 Islington,5,532,125,87,5,267,49,1065
        E41000310 Islington,6,445,111,95,7,209,26,893
        E41000310 Islington,7,485,152,64,4,206,39,950
        E41000310 Islington,8,429,163,75,13,225,43,948
        E41000310 Islington,9,453,117,82,8,217,44,921
        E41000310 Islington,10,430,153,75,10,207,48,923
        E41000310 Islington,11,396,113,75,12,215,34,845
        E41000310 Islington,12,429,130,86,7,208,32,892
        E41000310 Islington,13,394,98,75,15,298,36,916
        E41000310 Islington,14,425,115,76,6,214,51,887
        E41000310 Islington,15,409,112,76,4,237,43,881
        E41000310 Islington,16,395,103,69,6,249,50,872
        E41000310 Islington,17,444,120,61,14,228,52,919
        E41000310 Islington,18,638,116,125,48,184,85,1196
        E41000310 Islington,19,904,144,176,108,224,70,1626
        E41000310 Islington,20,1034,114,189,128,185,61,1711
        E41000310 Islington,21,1072,146,199,144,194,62,1817
        E41000310 Islington,22,1323,160,194,141,240,71,2129
        E41000310 Islington,23,1783,143,179,136,210,70,2521
        E41000310 Islington,24,2016,157,183,91,237,95,2779
        E41000310 Islington,25,2220,180,196,83,256,73,3008
        E41000310 Islington,26,2407,172,184,74,268,71,3176
        E41000310 Islington,27,2233,176,227,74,246,68,3024
        E41000310 Islington,28,2321,177,234,89,195,82,3098
        E41000310 Islington,29,2153,207,202,76,208,95,2941
        E41000310 Islington,30,2090,157,234,96,209,72,2858
        E41000310 Islington,31,2019,159,209,70,252,84,2793
        E41000310 Islington,32,1716,145,207,75,210,61,2414
        E41000310 Islington,33,1491,121,163,67,198,81,2121
        E41000310 Islington,34,1404,109,180,59,232,63,2047
        E41000310 Islington,35,1262,93,196,36,259,61,1907
        E41000310 Islington,36,1207,78,172,46,202,44,1749
        E41000310 Islington,37,1169,93,193,32,204,70,1761
        E41000310 Islington,38,1099,60,150,27,243,76,1655
        E41000310 Islington,39,1066,94,134,47,234,46,1621
        E41000310 Islington,40,1039,64,109,24,238,52,1526
        E41000310 Islington,41,919,68,101,30,241,69,1428
        E41000310 Islington,42,1013,73,93,22,245,45,1491
        E41000310 Islington,43,911,66,101,22,247,61,1408
        E41000310 Islington,44,963,69,67,8,253,48,1408
        E41000310 Islington,45,915,70,69,17,292,65,1428
        E41000310 Islington,46,937,72,60,15,273,45,1402
        E41000310 Islington,47,872,56,68,22,245,39,1302
        E41000310 Islington,48,875,42,81,22,259,51,1330
        E41000310 Islington,49,812,49,76,23,161,40,1161
        E41000310 Islington,50,846,54,49,14,214,51,1228
        E41000310 Islington,51,714,52,52,12,191,51,1072
        E41000310 Islington,52,719,46,57,14,180,33,1049
        E41000310 Islington,53,700,41,53,14,125,36,969
        E41000310 Islington,54,665,31,61,15,128,32,932
        E41000310 Islington,55,661,32,56,17,102,35,903
        E41000310 Islington,56,606,27,53,17,110,28,841
        E41000310 Islington,57,597,20,56,20,91,27,811
        E41000310 Islington,58,582,23,49,14,78,18,764
        E41000310 Islington,59,559,16,61,14,54,35,739
        E41000310 Islington,60,549,12,59,12,66,14,712
        E41000310 Islington,61,569,26,64,19,70,19,767
        E41000310 Islington,62,612,16,49,16,75,18,786
        E41000310 Islington,63,610,9,39,15,62,14,749
        E41000310 Islington,64,590,16,42,12,55,12,727
        E41000310 Islington,65,484,13,29,12,65,15,618
        E41000310 Islington,66,487,21,17,5,68,14,612
        E41000310 Islington,67,439,12,33,8,72,12,576
        E41000310 Islington,68,428,16,26,4,68,11,553
        E41000310 Islington,69,383,3,24,7,45,14,476
        E41000310 Islington,70,339,8,37,6,64,7,461
        E41000310 Islington,71,355,13,19,4,71,8,470
        E41000310 Islington,72,361,9,37,8,71,8,494
        E41000310 Islington,73,370,11,21,2,49,11,464
        E41000310 Islington,74,328,8,17,7,67,14,441
        E41000310 Islington,75,318,8,13,12,62,1,414
        E41000310 Islington,76,306,2,17,7,50,9,391
        E41000310 Islington,77,303,4,14,6,55,9,391
        E41000310 Islington,78,313,3,12,7,47,7,389
        E41000310 Islington,79,276,7,8,5,46,6,348
        E41000310 Islington,80,296,6,10,6,30,11,359
        E41000310 Islington,81,276,5,6,4,30,1,322
        E41000310 Islington,82,220,4,7,1,30,4,266
        E41000310 Islington,83,230,3,6,2,30,3,274
        E41000310 Islington,84,209,3,3,4,21,2,242
        E41000310 Islington,     85 - 89,769,9,6,16,67,8,875
        E41000310 Islington,     90 - 94,345,4,3,3,25,2,382
        E41000310 Islington,     95 - 99,86,3,1,0,8,2,100
        E41000310 Islington,     100 and over,15,0,0,0,0,0,15
        E41000311 Kensington and Chelsea,        E41000311 Kensington and Chelsea,0,0,0,0,0,0,0
        E41000311 Kensington and Chelsea,     Total: Age,55728,4619,6882,2127,5575,5524,80455
        E41000311 Kensington and Chelsea,0,619,124,46,5,79,42,915
        E41000311 Kensington and Chelsea,1,580,127,55,7,64,71,904
        E41000311 Kensington and Chelsea,2,542,115,49,5,60,66,837
        E41000311 Kensington and Chelsea,3,553,121,48,4,95,53,874
        E41000311 Kensington and Chelsea,4,566,124,52,11,78,79,910
        E41000311 Kensington and Chelsea,5,500,118,31,5,60,60,774
        E41000311 Kensington and Chelsea,6,451,97,32,4,72,78,734
